"FSC-A", "FSC-H", "SSC-A", "FL-A", "PE-A", "PerCP-A", "Cy55PerCP-A", "Cy7PE-A", "APC-A", "Alexa700-A", "Cy7APC-A", "PacB-A", "AmCy-A", "QDot605-A", "BUV395-A", "BUV737-A", "BUV496-A", "Time", "Comp-FL-A", "Comp-PE-A", "Comp-PerCP-A", "Comp-Cy55PerCP-A", "Comp-Cy7PE-A", "Comp-APC-A", "Comp-Alexa700-A", "Comp-Cy7APC-A", "Comp-PacB-A", "Comp-AmCy-A", "Comp-QDot605-A", "Comp-BUV395-A", "Comp-BUV737-A", "Comp-BUV496-A", "Event #"
174297,137376,172948,571.64,115.32,113.46,412.92,-9.3,257.28,343.04,91.52,1025.95,2918.81,1326.28,1854.08,625.92,58236.8,31.685,561.927,-25.6003,103.447,184.116,-62.1095,251.515,284.809,65.8548,836.043,2430.14,-25.6803,880.697,-543.841,49088.6,15977
180131,148797,157996,576.6,179.8,155.62,574.12,86.18,298.24,-26.24,56.32,1132.45,2964.25,1576.91,866.56,318.08,24994.6,31.697,563.867,65.4185,134.92,245.157,15.8403,291.92,-124.483,85.3378,944.312,2443.87,150.791,589.948,-436.876,15806.9,15986
241882,160466,231050,1433.44,568.54,194.06,518.94,37.2,-87.68,35.2,-26.24,1728.85,4507.79,2507.72,1116.8,439.68,45657.6,31.715,1419.65,337.778,152.369,95.6286,-13.3086,-90.7414,160.15,-2.11553,1442.47,3657.12,379.675,489.003,-536.136,31899.6,15996
144747,123047,123714,378.2,152.52,99.2,75.64,24.8,387.2,298.88,-16.64,742.66,1829.67,903.12,988.8,245.76,32370.6,31.715,371.679,57.983,96.3783,-152.151,27.8237,389.955,204.264,-48.7725,628.983,1469.18,15.3433,462.423,-425.749,26824.6,15997
150611,127190,129604,591.48,187.86,312.48,559.24,104.16,211.84,115.84,-14.72,736.27,2042.67,1691.22,924.16,402.56,37162.9,31.728,583.549,13.397,313.041,-201.518,61.0781,214.049,163.203,-1.34363,605.603,1675.51,394.014,340.481,-702.183,30871.9,16003
120875,90464,172237,1606.42,492.9,207.7,717.96,135.78,411.52,256.64,8.32,1233.27,4392.06,2538.96,545.92,230.4,9260.16,31.729,1588.94,277.804,160.284,277.612,53.5719,405.178,108.31,-19.9951,935.771,3782.22,358.884,647.526,-448.119,-4793.23,16004
222989,164589,153636,401.76,65.72,44.64,267.22,44.02,264.32,-33.92,56.32,773.19,2703.68,1326.99,1191.04,542.08,65913,31.731,393.207,-46.171,36.5647,188.766,7.92529,259.506,-102.964,83.1636,591.461,2379.31,121.78,83.6517,-398.726,57228.5,16005
190359,147196,129169,389.98,146.94,269.08,1069.5,253.58,241.92,212.48,53.76,1109.02,2596.47,1819.73,554.88,350.72,21846.4,31.741,374.03,27.4693,242.728,471.78,120.049,230.444,170.444,33.3165,946.017,2076.96,427.852,300.065,-636.18,14053.8,16012
235963,156329,222765,288.92,128.34,57.66,307.52,63.24,293.76,-7.68,108.8,905.96,2813.02,1353.97,1427.2,654.08,64497.3,31.753,278.749,28.2313,43.7647,204.439,21.8307,288.028,-113.918,128.37,721.067,2430.31,91.2847,350.731,-342.449,55538.4,16015
136211,114004,191561,569.16,386.26,327.98,646.04,83.7,501.76,69.12,65.28,902.41,2833.61,1480.35,513.28,161.28,10782.7,31.789,556.011,245.559,306.364,-79.719,22.8275,501.098,-50.5499,90.5329,716.817,2421.13,-227.07,527.648,-655.575,1778.15,16031
176324,142416,117630,331.7,174.84,119.66,353.4,125.24,499.2,313.6,62.08,953.53,2741.31,1395.15,1217.92,130.56,37340.8,31.795,319.661,80.2137,104.049,112.49,86.3949,495.445,195.629,38.4815,775.588,2308.98,82.6914,678.824,-751.863,28737.9,16034
175956,132993,191351,567.3,278.38,275.28,965.34,155.62,373.76,112.64,93.44,1224.04,3400.19,2049.06,915.84,288,25679.4,31.797,549.993,138.62,243.007,373.268,39.0458,363.641,29.2238,110.863,1004.01,2840.29,253.166,663.837,-766.893,15060.7,16036
177973,144944,144898,701.22,168.64,124,450.74,44.64,221.44,181.76,99.84,1177.89,2930.17,1573.36,890.88,247.68,18981.8,31.805,690.001,52.3851,106.04,183.214,-9.67827,215.705,116.704,91.7449,993.436,2362.45,227.171,703.215,-409.689,10009.7,16043
198680,143052,215276,850.64,334.18,102.92,73.78,141.98,109.44,-13.44,-24.96,1096.24,3124.71,1475.38,1321.6,570.24,40991.4,31.818,842.768,183.607,87.978,-161.684,147.033,112.702,-35.123,-21.3175,896.188,2602.37,6.71052,706.172,-185.116,31221.2,16048
115331,91898,115108,758.88,235.6,128.96,120.28,140.74,151.04,-12.8,42.24,683.02,1862.33,685.86,156.16,140.8,1531.52,31.822,753.427,124.555,120.485,-168.539,137.437,153.624,-59.24,40.7399,564.955,1517.34,-280.764,246.433,-104.093,-4217.33,16051
135682,116805,138450,543.74,48.36,-8.06,169.26,-22.94,258.56,39.68,103.68,1464.02,3505.27,1348.29,1025.28,615.68,33063.7,31.824,533.361,-31.8802,-18.5325,212.196,-53.3267,253.426,-141.429,99.7979,1247.03,2839.79,-22.6665,578.564,89.7904,22373.3,16054
153974,120469,245538,572.88,207.08,195.3,119.04,30.38,475.52,-92.8,-4.48,1606.02,4582.34,1986.58,1110.4,412.16,47093.1,31.849,561.751,59.8221,198.633,-331.783,37.5914,481.36,-199.814,45.1155,1313.85,3881.03,-228.222,512.41,-528.01,32755.6,16072
173135,122361,187867,307.52,288.92,155,241.18,103.54,216.32,117.12,-9.6,885.37,2622.03,1111.15,1354.24,686.08,61214.7,31.878,299.32,164.151,143.305,-94.8336,85.0495,217.709,89.0997,-17.3281,715.541,2230.11,-235.902,311.03,-373.439,53006.2,16084
199963,152856,112574,403,202.12,148.8,293.26,122.14,289.28,56.96,-42.24,920.16,2403.35,1322.73,485.12,348.8,12849.9,31.932,393.87,116.398,137.211,-56.1389,97.4593,290.666,-55.0207,-51.7589,769.182,1983.92,110.806,388.273,-146.498,5457.62,16113
222424,164250,139716,713,184.14,175.46,451.98,172.36,387.84,2.56,32,997.55,2658.24,1470.41,646.4,149.12,14816.6,31.946,701.471,56.8891,161.303,60.3135,125.52,385.566,-108.859,49.1807,828.873,2183.95,132.298,556.163,-488.915,6574.98,16120
196230,139317,207763,750.82,213.9,168.64,136.4,-9.3,149.76,-136.96,10.88,986.9,2872.66,1439.88,1034.24,311.68,41643.5,31.961,744.706,55.6697,168.832,-259.976,-6.77483,153.6,-99.5025,70.1325,802.691,2408.5,-15.4469,425.009,-507.816,32637.7,16128
128216,105549,88687.3,541.26,174.22,398.04,1091.82,271.56,61.44,-6.4,-7.04,354.29,1244.63,980.51,168.32,93.44,2240,31.962,531.722,20.6966,384.586,197.522,147.399,55.4243,95.2471,21.3556,268.816,1052.71,-116.069,248.756,-799.229,-1714.53,16129
149099,118502,234305,520.18,99.2,204.6,420.36,192.2,110.08,-17.92,48,678.76,1887.18,964.89,810.24,179.84,29773.4,31.984,513.651,-35.0142,205.101,-43.5272,151.486,109.018,46.5014,74.2643,557.613,1556.51,-102.076,373.229,-648.759,23902.9,16147
222532,152286,178717,572.26,230.02,98.58,377.58,249.24,522.88,26.88,53.12,1158.72,3399.48,1551.35,1605.12,677.12,63619.2,31.987,558.002,91.2206,77.179,192.065,202.923,518.458,-173.17,54.6571,938.333,2886.4,-8.2988,590.903,-432.352,52895.3,16149
219274,160708,162577,424.7,221.34,161.82,311.86,42.16,160.64,33.92,103.68,1248.89,3495.33,1341.9,1841.92,774.4,91925.8,32,415.417,52.4786,156.142,-22.6382,10.5921,158.518,79.716,135.216,1024.31,2939.01,-344.304,261.764,-675.27,81053.5,16154
160046,132881,136959,856.22,270.32,160.58,779.34,60.14,107.52,256.64,82.56,594.98,2137.1,1642.23,360.32,458.24,11759.4,32.008,844.622,139.238,124.452,425.547,-40.3928,97.2391,186.084,43.2967,447.489,1831.21,516.002,242.558,-140.341,4940.69,16158
176189,130068,163754,344.1,91.14,40.3,239.94,-52.08,220.16,142.72,-36.48,758.99,2453.76,1182.15,1208.96,503.04,55064.3,32.041,336.642,-2.93173,30.3105,171.84,-84.1987,216.843,86.212,-37.4116,595.916,2121.54,97.6087,277.875,-339.718,47288.9,16173
217193,158652,220196,515.22,301.94,296.36,537.54,243.66,142.08,-47.36,-0.64,1209.13,3217.72,1584.72,1198.72,782.72,61443.8,32.057,504.658,119.661,288.595,-143.813,196.702,143.615,-8.86465,19.1335,1005.71,2667.09,-183.613,202.746,-512.308,51559.5,16178
178185,154920,143366,610.08,143.22,155.62,186,27.9,415.36,140.16,40.96,820.76,2380.63,1162.27,1193.6,412.16,31172.5,32.069,602.607,11.8759,156.025,-176.848,18.9575,417.705,12.0648,40.2872,667.921,1986.99,-59.5092,743.707,-381.825,23669.5,16183
216539,168540,170173,678.9,272.18,172.36,324.88,65.1,177.92,225.92,147.84,1275.87,3263.87,1713.23,438.4,104.96,10553,32.072,668.414,154.959,156.848,-69.7652,37.6119,176.301,213.519,129.055,1069.94,2656.15,127.956,431.908,-428.356,569.677,16185
227409,157299,223028,828.94,254.2,466.86,1315.02,60.14,360.96,138.88,158.08,1409.35,4139.3,2453.05,1955.2,663.68,67618.6,32.113,810.926,-3.97773,448.972,277.708,-90.6214,350.182,166.764,215.399,1138.43,3476.65,72.2444,941.233,-1316.27,54579.8,16198
137024,107489,164989,595.82,120.9,192.2,454.46,25.42,315.52,23.68,142.08,724.2,2229.4,1112.57,947.84,337.28,32484.5,32.145,587.301,-17.0882,187.432,29.1086,-24.0346,311.987,-46.434,172.747,577.965,1885.66,-94.106,479.972,-525.963,25388.2,16217
197908,150849,132612,518.94,179.18,165.54,426.56,94.86,228.48,25.6,32.64,707.16,2001.49,1251.73,842.24,48.64,24288,32.214,510.161,64.5345,152.714,61.075,51.3832,225.651,29.5297,62.4291,577.885,1661.41,184.405,527.297,-685.939,18015.7,16248
222766,151581,202663,716.1,141.98,151.9,461.28,44.02,112,-60.16,65.92,952.11,2930.17,1169.37,708.48,332.16,56502.4,32.222,707.473,-20.2744,142.788,156.855,-12.7738,106.891,-3.98811,109.635,758.753,2492.54,-259.219,-196.942,-617.451,47340,16253
238716,157621,122431,257.92,20.46,109.12,220.72,17.36,48.64,85.76,62.08,825.02,2371.4,1140.97,1205.76,330.88,48736.6,32.229,252.759,-79.9858,114.643,-27.475,-3.83399,47.2025,161.704,79.3794,671.606,2000.24,8.0989,406.036,-565.167,41311.6,16256
151726,117308,199827,1375.16,343.48,270.94,277.14,199.64,129.28,53.76,-3.84,793.78,2677.41,1542.12,419.84,259.2,14788.5,32.24,1368.75,117.26,266.04,-376.477,194.332,135.557,96.0136,-6.09985,616.395,2246.75,-1.38315,301.545,-402.454,6346.06,16264
171300,134761,141065,461.28,155.62,81.84,123.38,58.28,59.52,135.68,7.68,719.94,2156.27,1164.4,798.72,88.96,24887,32.264,455.878,65.1686,75.1109,-62.9133,52.3825,59.8536,190.169,4.1533,579.289,1814.65,139.83,448.674,-455.267,18121.9,16274
192647,149844,144046,654.72,177.94,303.18,600.78,187.86,352,203.52,-17.28,1390.89,3651.53,2076.04,889.6,222.08,22984.3,32.288,641.964,16.3262,299.533,-109.377,134.571,352.727,183.542,-21.8877,1160.01,2998.42,146.197,691.5,-786.864,11765.7,16280
166448,129181,178184,465.62,273.42,273.42,843.82,123.38,39.68,211.2,-36.48,1077.07,2926.62,1461.18,1197.44,597.76,54761,32.293,453.734,111.885,251.221,258.347,22.9163,33.3019,302.922,-43.0638,887.804,2423.76,-131.214,300.785,-705.812,45784.7,16281
127250,100282,158050,972.78,355.26,114.08,310,-27.9,286.72,121.6,-56.96,1211.97,3220.56,1518.69,1027.2,474.88,28141.4,32.31,961.611,206.574,86.6783,76.4773,-60.385,285.657,1.51215,-60.9848,1007.37,2632.08,27.8464,667.006,-189.66,18218.8,16289
161935,130696,107383,479.26,145.7,68.2,112.22,-1.86,112,-106.24,-13.44,734.14,2274.84,1028.79,944.64,380.8,47183.4,32.332,473.877,36.388,62.9173,-31.5903,-9.80388,112.303,-99.2945,26.1285,585.634,1945.85,-30.5205,175.048,-318.293,40001,16297
183356,146929,147375,375.72,145.08,57.04,187.86,1.24,76.8,97.28,128.64,1055.06,2758.35,1082.04,867.84,149.76,33246.7,32.339,368.04,65.0057,45.7183,93.4251,-22.7913,72.5557,123.898,139.192,879.735,2276.72,-124.493,392.102,-451.747,24732.5,16300
137310,114028,144198,360.84,106.02,107.88,93,4.34,206.08,229.12,-77.44,998.26,2552.45,1614.54,882.56,232.32,36542.1,32.438,354.427,7.74278,110.005,-187.988,10.1026,209.874,240.213,-93.4882,838.256,2088.51,420.003,318.176,-477.916,28790.5,16352
169582,134125,145069,434.62,130.82,35.96,158.1,-21.7,373.76,138.88,16.64,725.62,2329.51,1101.21,1341.44,254.72,48791,32.45,426.396,33.6881,24.297,109.249,-40.5784,370.971,45.1569,26.4097,571.454,2001.2,69.3056,548.626,-546.852,41355.3,16356
205575,150769,109835,708.66,323.64,150.66,305.04,126.48,305.28,124.16,5.12,905.25,2476.48,1308.53,1326.72,645.12,59053.4,32.499,698.855,159.153,132.497,-28.0924,100.287,305.195,53.2436,-3.99639,746.885,2038.74,61.8181,316.942,-403.901,51417.1,16380
241900,174124,169847,453.22,203.98,137.64,438.34,26.04,153.6,119.04,0.64,989.74,2795.98,1462.6,400.64,226.56,16401.3,32.503,443.304,115.359,118.781,140.885,-24.7581,150.068,87.9343,-2.9388,808.879,2346.82,103.838,255.985,-307.203,7724.86,16381
177257,122999,174486,473.06,213.9,121.52,269.08,189.72,95.36,-3.84,-8.32,601.37,2025.63,1274.45,681.6,123.52,22457,32.504,465.89,116.273,107.739,-8.09439,167.198,94.9007,28.7511,2.46784,466.597,1747.6,224.025,389.12,-453.159,15982,16383
171275,118693,236912,564.2,108.5,273.42,394.32,113.46,42.88,136.96,-62.08,879.69,2205.97,1269.48,1193.6,513.92,44874.9,32.522,559.189,-64.7315,285.001,-266.551,87.5335,47.1935,251.738,-59.888,742.125,1768.09,-14.9415,448.285,-612.756,38206.2,16399
134527,115639,119697,410.44,235.6,343.48,1236.9,195.92,84.48,8.32,-37.76,631.19,1691.22,1445.56,313.6,444.16,8086.4,32.528,396.909,110.496,311.684,471.449,44.0336,73.9843,9.65666,-22.597,520.843,1389.84,269.366,284.051,-463.251,2884.2,16405
158675,125840,166725,632.4,155.62,235.6,389.36,-0.62,254.72,-22.4,158.08,1158.01,3266.71,1723.17,1322.24,391.04,54214.4,32.53,623.25,-18.1757,237.901,-155.983,-31.6542,253.958,1.03964,213.745,948.541,2730.88,28.2991,498.413,-781.368,43988.5,16407
132388,124344,122596,378.2,79.36,138.26,31.62,18.6,295.68,43.52,36.48,942.17,2374.95,1203.45,1166.08,464.64,37939.2,32.533,372.815,-31.7686,149.514,-317.389,33.2112,300.811,-24.8979,49.328,795.567,1939.41,29.2064,578.434,-313.943,30628,16409
194924,150004,203370,296.98,150.66,236.22,307.52,4.34,258.56,98.56,69.76,1009.62,2545.35,1298.59,1276.16,623.36,46120.3,32.539,289.751,18.476,242.222,-254.891,-14.4624,261.398,67.4203,82.9267,851.502,2082.17,-92.2952,536.226,-442.797,38302.1,16411
202458,160812,109739,466.86,96.1,111.6,256.68,32.86,178.56,265.6,-56.32,977.67,2317.44,1071.39,1231.36,470.4,54158.1,32.546,459.935,-32.267,109.875,8.88712,7.27491,178.283,274.527,-80.3702,833.743,1845.72,1.88197,293.749,-490.813,47237.9,16414
243643,170968,213691,502.2,132.06,134.54,295.12,77.5,333.44,159.36,58.88,1037.31,2742.02,1214.1,1514.24,554.24,68153.6,32.547,493.026,-17.8705,131.133,6.62856,47.5501,331.685,111.276,60.1767,863.05,2258.83,-90.6674,352.756,-619.709,59715.3,16416
163029,131508,139764,323.64,96.72,118.42,591.48,118.42,87.68,38.4,10.24,786.68,2188.22,1156.59,270.72,53.76,7515.52,32.567,313.73,34.1549,98.4978,356.054,39.4163,79.7829,34.4512,18.464,644.397,1834.31,99.609,279.254,-398.274,713.547,16422
159197,126254,123143,363.32,90.52,251.1,733.46,63.24,206.72,218.24,224.64,886.08,2260.64,1415.03,1163.52,328.96,47880.3,32.575,352.786,-52.4351,244.698,171.257,-22.1099,198.332,259.747,236.111,741.538,1837.8,158.401,385.151,-895.393,40933,16426
229511,118660,124001,640.46,197.16,76.88,60.14,32.24,432.64,248.32,114.56,1176.47,3432.14,1803.4,1217.28,401.92,50855,32.584,630.397,66.1181,69.3694,-122.146,36.6378,433.1,126.418,93.4586,954.428,2891.62,259.329,431.392,-444.885,40112.2,16434
167195,137589,141444,471.2,159.34,83.7,535.68,-32.86,114.56,-15.36,124.8,773.9,1912.03,1233.27,457.6,217.6,11100.8,32.603,461.244,87.9241,57.2422,370.221,-106.098,104.987,-79.1487,149.499,652.737,1546.48,357.484,371.107,-211.083,5215.71,16441
228183,143650,195751,1173.66,249.86,494.76,1210.24,81.84,444.16,401.28,-55.04,1474.67,3635.2,2178.99,1641.6,897.28,68641.3,32.626,1157.65,-58.587,486.607,74.4094,-47.1773,440.583,383.698,-68.6462,1245.66,2886.5,36.0692,520.134,-1052.54,57725.3,16452
241930,186901,199223,577.22,261.02,232.5,449.5,-45.88,506.24,259.84,68.48,1164.4,3284.46,1041.57,1829.76,437.12,79299.8,32.653,565.819,71.5394,223.786,-12.38,-92.8022,503.991,216.8,89.6015,952.365,2741.9,-659.217,505.342,-1066.51,69081.1,16464
223321,159111,173870,536.92,174.22,145.7,290.78,48.98,108.8,15.36,49.28,1091.27,3369.66,1409.35,1466.88,556.8,70188.2,32.665,528.835,17.9813,141.525,-17.272,20.1757,107.358,74.5606,79.7035,870.384,2881.8,-219.052,311.429,-615.449,59561.7,16471
176925,131769,221079,634.26,327.36,418.5,743.38,53.94,502.4,406.4,120.96,967.73,2687.35,1726.72,1138.56,716.16,41202.6,32.732,622.177,121.915,412.062,-240.526,-10.1541,503.524,304.723,87.678,795.248,2210.87,-7.14166,496.497,-666.821,32896.4,16494
177643,147999,134770,357.12,57.04,117.18,281.48,177.94,490.88,210.56,30.08,1041.57,2979.87,1305.69,1150.08,395.52,48712.3,32.744,346.496,-53.8792,115.86,30.3022,148.029,489.531,71.8969,7.94942,849.29,2517.63,-89.1111,393.878,-544.566,39410.4,16501
89995.9,80428,77798.8,519.56,176.7,97.34,306.28,-18.6,107.52,-20.48,-4.48,252.76,999.68,396.18,66.56,502.4,4607.36,32.776,515.121,98.8035,82.3054,96.6349,-57.505,105.826,-135.8,-10.3364,184.191,871.413,-182.409,24.0548,280.217,1379.01,16511
203923,143744,162330,337.9,35.96,132.68,120.9,-26.04,126.72,-97.92,-21.76,685.86,1910.61,1017.43,556.8,247.04,32124.8,32.792,334.358,-62.908,143.029,-205.726,-26.6408,130.151,-70.5296,21.0665,564.723,1601.37,34.8411,66.0316,-358.909,26207.7,16517
129456,112412,120534,785.54,373.86,107.26,513.98,181.66,296.96,131.84,89.6,1374.56,3481.84,1611.7,752,163.84,18561.9,32.843,769.931,259.129,66.361,330.305,114.975,288.941,24.6609,78.169,1154.26,2833.7,42.4415,615.018,-432.47,7881.83,16541
174061,133141,147329,512.74,134.54,193.44,343.48,65.72,300.8,30.72,5.12,981.22,2833.61,1416.45,1441.28,343.68,55932.8,32.844,504.111,-19.0386,193.929,-90.9354,37.2841,301.158,38.2795,43.114,798.645,2382.29,-41.4097,555.402,-803.825,47050.5,16543
215444,156037,145937,792.36,321.16,174.84,529.48,118.42,194.56,-95.36,-44.8,1270.19,3412.26,1824.7,613.12,-14.08,7460.48,32.852,779.219,198.429,145.581,161.871,60.6472,190.976,-109.723,0.349446,1052.97,2818.85,161.434,722.285,-573.813,-3127.09,16549
128774,98378,180790,763.84,286.44,504.68,1086.24,145.08,183.04,-47.36,53.76,508.36,1517.27,1328.41,376.32,217.6,12323.2,32.854,753.953,73.3331,496.109,-80.9423,37.1981,181.027,43.684,111.913,408.969,1236.68,-41.7424,285.364,-932.865,7589.81,16552
229918,159773,171513,494.76,199.02,145.7,248.62,101.68,666.88,300.8,42.88,1087.01,2443.11,1278,1338.88,424.32,51894.4,32.864,482.987,63.6315,137.151,-78.0663,83.8356,667.381,98.0408,15.0524,938.721,1922.59,102.426,479.705,-600.436,44592.8,16557
221116,161400,200857,703.08,181.04,24.8,70.06,-2.48,-17.92,-51.84,125.44,1123.22,3298.66,1243.92,1283.2,489.6,74770.6,32.866,696.489,32.7778,15.9553,49.8995,-11.5989,-21.2081,31.7442,160.985,908.452,2785.11,-157.006,18.4946,-444.844,64468,16559
152014,120525,170543,221.96,93.62,-15.5,72.54,-33.48,106.24,109.44,4.48,778.16,2293.3,871.88,846.08,382.08,55781.8,32.873,216.132,25.1211,-24.801,141.588,-47.4023,103.232,104.428,0.642891,628.212,1958.35,-53.1952,-118.818,-267.446,48656.6,16564
224171,150389,246711,993.86,333.56,486.08,922.56,158.1,560.64,444.16,14.08,1733.11,4631.33,2779.65,1816.32,801.92,54860.8,32.888,976.677,60.968,480.29,-223.301,77.3142,562.309,369.506,-15.2757,1438.8,3795.71,172.765,1037.03,-1004.9,40602.1,16568
180985,133308,155718,527,122.76,84.32,319.3,-32.86,37.12,-8.96,-124.8,935.78,2793.14,1415.03,1307.52,288.64,49898.9,32.91,519.695,3.34858,73.9111,151.549,-70.0482,34.7039,69.5649,-84.3947,753.398,2365.54,137.582,520.203,-600.629,41135.5,16578
156610,120077,204006,528.24,153.14,68.2,763.84,31.62,209.92,47.36,-28.8,1028.79,2603.57,1272.32,1196.8,349.44,55673,32.995,514.305,37.9494,32.7343,692.29,-81.3013,195.87,8.7943,-0.382395,861.662,2127.67,162.078,285.168,-653.165,47721.7,16627
199837,152828,158121,460.66,84.32,25.42,148.8,16.12,183.68,89.6,44.8,873.3,2488.55,1219.07,1238.4,485.12,49607,33.033,453.456,-15.0852,18.1106,101.703,-2.80479,180.813,34.1594,44.9768,712.42,2089.42,164.5,415.445,-275.318,41821.8,16640
157475,128468,145792,486.7,101.06,118.42,241.18,106.02,109.44,85.76,-53.76,1151.62,3385.28,1069.97,966.4,524.16,52007.7,33.04,479.304,-26.4149,118.178,2.7458,78.7222,109.597,102.173,-58.7875,931.873,2872.64,-506.64,149.648,-351.917,41472.5,16646
168818,139006,191615,565.44,248.62,217,536.92,200.26,294.4,7.68,70.4,1314.21,3409.42,1933.33,633.6,186.88,12974.7,33.048,551.913,131.614,198.635,42.9162,146.129,291.648,-58.065,86.4911,1099.31,2807.58,218.869,623.597,-511.713,2447.41,16650
162009,126308,147069,451.36,136.4,85.56,282.1,110.36,144,52.48,4.48,904.54,2214.49,918.74,1271.68,259.2,42480,33.07,443.459,29.439,74.8034,121.366,76.614,140.857,66.3571,19.25,766.129,1785.09,-87.5801,589.902,-561.414,35713.3,16659
168587,133660,131750,388.74,199.64,40.92,172.36,75.02,10.88,-78.72,0.64,646.81,2073.91,1337.64,752.64,87.04,18819.8,33.157,382.084,136.656,22.4272,84.5234,58.5006,8.69765,-45.6961,29.1867,510.063,1784.54,389.05,534.066,-321.229,12177.9,16691
187083,148790,136223,479.88,202.74,151.9,308.14,47.74,403.2,379.52,78.08,1119.67,3461.25,2085.98,886.4,212.48,26325.1,33.188,468.332,96.3589,139.973,-52.2629,23.3506,402.249,284.419,38.3967,892.395,2954.38,402.607,588.318,-549.427,15405,16700
224447,167380,208763,507.78,227.54,284.58,456.94,114.08,597.76,123.52,49.92,1054.35,2663.21,1813.34,1257.6,593.28,42577.9,33.192,495.805,66.3293,281.41,-230.827,82.8984,600.505,-47.6389,56.1358,889.03,2169.24,305.055,614.04,-561.919,34391.2,16701
178115,126305,245028,855.6,393.08,343.48,916.98,122.14,152.96,268.8,-19.84,1333.38,3569.17,1656.43,960.64,841.6,36920.3,33.2,841.521,192.499,316.123,162.167,17.1531,148.597,243.303,-52.8444,1104.51,2927.4,-307.352,434.249,-360.779,25993.3,16706
219323,156266,162444,729.12,271.56,176.08,637.36,165.54,135.04,47.36,-24.32,1268.77,3215.59,1760.8,1228.16,243.84,38745,33.205,715.868,121.987,148.986,271.766,90.2279,128.712,87.1945,-1.24918,1065.36,2611.46,212.592,691.547,-750.057,28897.6,16710
185669,143357,148835,323.64,24.8,83.7,273.42,98.58,188.16,16.64,-22.4,869.75,2227.27,1263.8,1081.6,287.36,53822.1,33.218,316.154,-80.4626,82.7362,84.9382,69.2081,185.943,35.1848,0.170125,729.182,1832.18,259.241,182.436,-605.911,47018,16716
182102,137813,147602,573.5,96.72,109.12,116.56,18.6,124.8,-94.72,-26.24,945.01,2421.1,1509.46,1078.4,266.24,53495,33.224,567.822,-41.8881,112.985,-158.115,20.1716,127.124,-27.2203,24.3908,793.611,1975.77,375.173,201.908,-599.745,46101.1,16718
131854,96988,169473,462.52,197.16,200.88,549.94,-19.84,223.36,151.04,-54.4,535.34,2034.86,1410.77,602.24,245.76,19934.7,33.281,454.022,86.7089,185.521,93.6694,-78.5822,220.987,125.442,-49.2093,396.293,1787.41,236.078,354.906,-477.636,13373.3,16741
182675,148808,114542,486.08,164.3,168.64,495.38,40.3,112.64,282.88,0.64,873.3,2212.36,1178.6,336.64,198.4,8086.4,33.283,477.535,69.2937,154.394,120.11,-16.7366,109.301,277.229,-33.6577,732.696,1788.23,47.2416,301.267,-326.943,1388.84,16742
185854,131965,184488,568.54,153.76,125.24,657.2,65.72,116.48,23.68,-119.68,1074.23,2940.11,1613.12,1361.28,439.68,59130.2,33.296,556.76,13.7167,102.449,413.858,-20.0081,108.754,60.6509,-89.1173,884.184,2445.27,250.938,400.996,-682.297,50053.3,16750
