"FSC-A", "FSC-H", "SSC-A", "FL-A", "PE-A", "PerCP-A", "Cy55PerCP-A", "Cy7PE-A", "APC-A", "Alexa700-A", "Cy7APC-A", "PacB-A", "AmCy-A", "QDot605-A", "BUV395-A", "BUV737-A", "BUV496-A", "Time", "Comp-FL-A", "Comp-PE-A", "Comp-PerCP-A", "Comp-Cy55PerCP-A", "Comp-Cy7PE-A", "Comp-APC-A", "Comp-Alexa700-A", "Comp-Cy7APC-A", "Comp-PacB-A", "Comp-AmCy-A", "Comp-QDot605-A", "Comp-BUV395-A", "Comp-BUV737-A", "Comp-BUV496-A", "Event #"
130716,99085,202635,592.1,186.62,155.62,392.46,57.04,-97.92,74.88,-36.48,743.37,1910.61,1055.06,547.84,364.8,21574.4,136.122,586.512,68.2029,144.807,35.1875,15.7193,-99.1227,159.679,-39.7169,622.073,1539.93,58.2727,228.244,-235.581,15784.8,64568
189605,136320,146077,374.48,117.18,108.5,267.22,197.78,210.56,1.28,-1.28,934.36,2550.32,896.73,1038.08,317.44,49545.6,136.129,366.211,5.6511,103.078,55.5129,167.618,208.974,-3.22621,12.4412,771.426,2130.9,-305.372,244.141,-547.886,41653.1,64573
209363,168624,139672,510.26,190.96,77.5,304.42,125.24,362.88,274.56,56.96,1132.45,2823.67,1896.41,1512.96,376.96,41332.5,136.169,498.152,83.312,58.6199,121.291,94.278,359.163,167.084,28.1513,955.169,2287.69,650.609,877.634,-515.23,32659.9,64588
146370,116388,150766,418.5,130.82,-18.6,97.34,61.38,69.76,-83.84,0.64,544.57,2023.5,959.92,629.12,358.4,35344,136.174,412.762,62.6877,-33.7328,161.455,45.1675,66.7755,-123.855,14.0304,407.357,1792.88,116.147,64.2673,-53.1648,28806.4,64592
191832,140657,128237,416.02,216.38,147.56,499.72,18.6,286.08,-1.92,66.56,1008.2,3026.73,1745.89,1110.4,132.48,38615,136.187,403.948,108.671,126.372,193.791,-38.7234,280.118,-24.4611,114.356,810.315,2581.05,261.611,587.737,-767.636,29024.6,64599
191867,139596,187361,629.3,196.54,70.06,248,41.54,41.6,-106.24,92.16,982.64,2585.11,1273.74,1363.2,332.8,55190.4,136.301,621.355,64.17,55.3476,115.746,13.0235,37.197,-46.721,143.367,818.392,2121.49,122.99,461.318,-558.54,47178.3,64638
151072,112672,213002,468.1,164.92,40.92,124.62,-44.64,202.88,-30.72,102.4,829.99,2314.6,981.93,800,249.6,33921.9,136.343,460.961,78.7166,28.5215,58.6361,-59.4133,200.057,-90.7685,131.866,681.478,1936.8,-36.1193,292.539,-281.214,26680.3,64659
164497,133533,163746,355.26,244.9,49.6,61.38,-7.44,415.36,37.12,-73.6,916.61,2932.3,1556.32,789.12,401.28,20883.8,136.378,345.774,184.611,32.1237,-52.091,-6.17548,417.666,-163.257,-74.9021,725.068,2544.62,212.553,572.343,-17.3293,11526.5,64673
193224,148548,198184,434.62,212.04,56.42,475.54,110.36,197.12,46.08,-24.32,1055.06,3106.96,1379.53,1239.68,785.92,57989.1,136.38,422.492,106.471,28.1975,396.398,41.4723,189.678,-62.1508,-31.8865,851.901,2647.22,11.4976,285.051,-138.718,48251.2,64674
229230,183914,191731,609.46,256.06,159.34,211.42,84.94,209.92,174.72,7.68,1261.67,3210.62,1773.58,882.56,299.52,26663,136.383,599.998,131.665,149.635,-170.508,76.5593,212.312,155.242,-6.10752,1060.63,2616.12,223.936,555.949,-406.304,16853,64676
144799,122648,116220,453.84,109.12,81.84,318.06,-31.62,337.92,-83.84,26.88,473.57,1870.85,922.29,613.12,316.8,13465.6,136.404,446.177,35.1387,68.6444,153.558,-72.5165,334.475,-253.643,58.1522,346.221,1667.88,-10.5541,495.692,-104.063,7283.71,64683
166038,139004,137770,556.14,223.82,228.16,262.26,35.34,231.04,30.72,-35.84,797.33,1826.12,1132.45,571.52,106.24,21712,136.425,549.914,89.5175,227.146,-280.138,26.7136,235.673,55.4743,-8.74837,686.922,1428.71,61.0878,282.01,-584.889,16273,64692
162752,130689,209337,397.42,113.46,48.36,37.82,-39.68,56.32,-55.04,90.88,799.46,2161.24,987.61,1168.64,309.12,49401.6,136.447,392.878,13.9585,46.8445,-64.4491,-38.5186,55.6492,-9.05978,131.217,662.148,1793.58,28.5447,345.736,-419.945,42672.1,64709
224936,161212,145644,562.96,58.28,228.78,362.08,212.04,480,167.04,87.68,1056.48,2927.33,1633,1642.88,782.08,65747.2,136.454,553.139,-122.925,239.79,-194.159,185.46,481.718,50.0411,75.3426,869.904,2434.77,106.046,545.208,-571.394,56635.3,64710
202816,164971,154889,293.26,166.16,32.86,352.78,12.4,289.92,48.64,53.76,961.34,2441.69,1231.14,1091.84,305.92,35463.7,136.486,282.121,102.15,8.17251,320.758,-38.019,282.654,-66.0494,68.5305,806.985,2012.49,198.443,563.771,-355.348,27907.4,64717
173389,137160,135915,504.06,213.28,85.56,453.84,-6.2,66.56,21.12,70.4,817.21,2459.44,993.29,1268.48,279.04,49148.2,136.487,494.927,99.5017,61.5335,326.319,-69.4173,58.2144,64.1608,106.222,654.833,2082.25,-150.968,476.775,-617.12,41372.1,64719
180322,141909,227663,901.48,305.66,362.7,569.78,234.98,435.84,240,-28.8,1754.41,4676.77,2480.74,2094.72,610.56,71571.2,136.544,886.808,54.6738,360.775,-274.145,195.251,439.506,252.9,-24.9463,1458.39,3847.1,28.7171,1006.68,-1123.81,57151.8,64738
236516,173188,232798,525.76,180.42,137.64,301.32,-13.02,222.72,-57.6,-38.4,1172.21,3098.44,1585.43,1484.8,519.04,66473.6,136.547,516.531,31.9955,130.394,-3.05153,-40.3652,222.207,-52.9965,11.1949,976.327,2565,119.048,394.786,-607.995,56919.9,64742
222369,175384,143256,573.5,434,337.28,1320.6,61.38,302.72,157.44,0.64,1221.91,4208.88,2317.44,1628.16,880.64,52506.9,136.596,553.258,259.543,286.656,625.447,-107.058,288.643,66.0839,16.3172,937.513,3677.94,23.2975,885.801,-674.428,38966.4,64766
184909,134908,207782,753.92,168.64,86.18,296.98,6.82,62.72,21.76,-27.52,1121.09,3245.41,1604.6,1566.72,592.64,79248,136.617,745.544,-4.56717,75.8002,120.894,-26.8455,59.6632,93.2587,2.08294,910.097,2722.42,151.37,213.302,-591.707,69163.1,64778
187748,145896,199953,518.32,197.16,146.32,445.78,112.22,208,128,-77.44,976.25,2643.33,1112.57,1418.24,188.8,56532.5,136.64,508.447,56.1813,131.288,165.559,60.509,204.505,186.034,-58.4862,806.413,2183.14,-175.666,498.578,-916.844,48385.1,64786
192469,128888,218518,790.5,355.88,323.02,474.92,111.6,69.12,39.68,-32.64,1212.68,3381.73,1358.94,1037.44,456.96,43683.8,136.646,781.88,154.962,316.415,-247.809,75.4248,72.6601,151.802,-7.32657,996.399,2803.24,-532.536,403.102,-677.441,33239.1,64788
190020,142635,251512,512.12,84.94,74.4,19.84,80.6,64,82.56,52.48,1041.57,3266.71,1093.4,1498.88,286.08,66740.5,136.654,506.902,-52.0409,80.6976,-120.473,84.8909,64.7224,191.583,71.027,827.01,2796.78,-386.933,404.42,-725.5,56417.4,64793
157363,130487,89927.3,329.84,9.92,22.94,169.26,92.38,185.6,42.88,43.52,724.91,2030.6,867.62,1037.44,140.8,37818.2,136.667,323.289,-65.4043,19.1951,144.435,68.5822,181.783,25.0936,57.1172,593.858,1701.22,15.0008,441.535,-498.41,31456.3,64801
193411,155048,161275,420.98,199.64,137.02,647.9,62,397.44,216.32,-109.44,1456.92,3420.78,1886.47,891.52,328.32,23996.2,136.702,405.217,110.282,108.056,366.263,-19.8135,391.081,71.9614,-125.625,1244.97,2754.96,335.952,639.479,-440.18,13684.6,64816
235944,177592,170093,651.62,236.22,102.3,236.22,42.16,106.88,373.12,28.16,1162.27,2964.25,1686.25,584.96,-11.52,14735.4,136.73,642.513,133.635,85.3676,2.94569,22.7327,105.448,411.542,-15.0983,974.388,2398.93,337.182,462.573,-510.228,5732.88,64835
221014,143309,184343,670.22,309.38,148.18,659.68,85.56,597.76,138.88,5.12,1031.63,2680.25,1412.19,403.84,-12.8,11419.5,136.735,653.914,204.436,109.126,384.899,1.52804,589.654,-72.8753,9.50864,860.598,2195.22,111.245,384.338,-583.193,3181.52,64837
229093,162698,211595,781.82,220.1,76.26,308.14,145.08,-75.52,-79.36,17.92,1317.05,3990.2,1471.83,1603.84,656,87125.8,136.745,772.495,40.2479,61.0918,190.642,103.953,-80.3151,45.554,52.1211,1055.29,3395.36,-296.474,143.252,-575.301,74621.1,64844
172204,146456,91734,318.06,84.32,44.02,188.48,-63.24,113.28,62.08,-64,647.52,1865.17,585.04,609.28,68.48,20121.6,136.883,312.872,25.2779,35.2178,130.281,-89.584,111.121,58.2849,-48.9278,526.422,1570.38,-248.183,341.109,-339.285,14298.6,64904
138081,117688,187711,905.2,319.3,144.46,217,74.4,193.92,140.16,37.12,1133.16,3492.49,1848.13,359.04,259.84,12206.7,136.935,895.529,184.137,126.895,-122.209,62.1479,195.322,85.0429,18.1429,904.666,2958.3,154.77,330.586,-184.483,1240.12,64925
114555,102701,164807,711.14,230.02,131.44,217,-16.12,375.04,81.28,106.24,881.82,2937.98,1431.36,179.84,26.88,5635.84,137.028,701.886,125.269,118.052,-72.0195,-33.0041,374.552,-40.2655,115.278,686.968,2534.2,-21.7566,276.08,-314.767,-3738.83,64958
195314,149376,167668,499.1,172.98,-32.86,343.48,137.02,359.68,200.96,57.6,1004.65,2715.75,915.19,1342.72,486.4,62908.8,137.046,486.49,75.8008,-63.6696,504.854,76.1236,349.332,51.4353,29.9935,828.76,2258.15,-123.638,269.521,-377.424,54513.6,64969
111272,102865,114453,412.92,133.92,166.16,37.82,58.9,241.92,177.92,-5.12,729.17,1946.82,824.31,342.4,184.96,6875.52,137.123,408.876,42.5349,174.204,-366.797,74.1938,248.669,130.359,-29.0235,607.136,1597.64,-234.499,324.995,-211.292,902.852,65005
194778,149445,176019,512.12,172.98,109.12,464.38,-39.06,300.8,140.8,21.12,1253.15,2955.02,1980.19,969.6,412.16,31977.6,137.126,499.663,70.2662,88.4528,208.818,-92.8297,295.637,32.9809,23.6738,1070.14,2371.11,655.87,526.822,-344.997,23038.3,65007
235727,172969,219438,900.24,324.26,126.48,449.5,-88.04,566.4,166.4,99.84,1346.16,3688.45,2007.17,1363.84,109.44,42114.6,137.135,884.738,169.322,95.4971,207.376,-139.18,559.922,19.0769,131.567,1109.27,3050.91,309.268,806.127,-840.061,30615,65011
226714,167713,209253,622.48,291.4,407.34,667.74,73.16,506.88,384.64,114.56,1488.87,3701.23,2166.21,1352.32,1022.72,53077.8,137.143,608.941,78.5526,406.982,-311.999,20.1808,509.787,247.759,72.9087,1258.42,2997.05,63.9784,522.075,-470.654,41836.6,65015
198438,149763,180907,495.38,171.12,89.28,161.82,-17.98,464.64,-37.12,58.24,1469.7,3195.71,1263.8,1493.12,427.52,51037.4,137.158,484.15,53.3425,80.7986,-13.0965,-32.2915,463.766,-186.77,99.8628,1278.61,2517.33,-121.516,715.38,-473.366,41445.5,65021
205711,130617,211226,841.34,140.74,135.78,288.3,-35.96,149.76,105.6,3.2,1041.57,2633.39,1246.05,372.48,211.84,8527.36,137.216,834.075,14.3622,129.267,-22.5168,-64.2455,149.46,68.3357,3.15577,876.074,2119.02,-4.13003,363.572,-209.328,519.893,65047
138699,119209,102940,589.62,234.36,11.16,412.92,-3.1,288,82.56,-64,898.15,2234.37,1150.2,1363.84,508.8,47865,137.272,578.043,132.606,-23.0323,443.182,-64.7695,280.1,-50.6268,-59.8798,756.712,1807.69,249.306,562.34,-276.22,41025.2,65076
197124,156900,174768,546.22,251.1,252.34,262.88,-18.6,313.6,318.72,142.72,1206.29,3707.62,1772.87,1305.6,430.72,65047,137.286,537.288,72.0328,254.97,-319.085,-27.9491,316.179,354.607,136.78,963.772,3156.1,-169.356,264.768,-849.914,53413.7,65082
187656,158213,170241,396.8,215.14,44.02,289.54,63.24,282.24,-72.96,99.84,1253.86,3148.85,1914.16,1132.16,314.88,38846.7,137.327,384.113,135.049,19.3834,200.522,29.0724,276.602,-173.121,134.61,1056.72,2590.85,571.694,591.668,-382.586,29120.5,65098
191546,145968,191768,643.56,107.88,127.1,367.04,37.82,92.16,13.44,-12.16,836.38,2668.89,1489.58,1194.24,397.44,46353.9,137.333,636.135,-32.8456,121.035,80.6219,-1.88369,89.6508,51.6565,14.9113,659.875,2278.31,193.825,465.85,-520.077,37891,65100
202904,163496,230586,723.54,249.86,104.78,355.88,173.6,409.6,104.96,131.84,1679.86,4451.7,2408.32,1552,993.28,54191.4,137.345,707.943,104.635,83.827,105.192,134.473,405.9,-121.635,106.202,1397.91,3692.06,434.544,749.529,-28.6314,40386.6,65109
208896,151577,184947,716.72,210.8,376.34,763.22,99.2,303.36,-18.56,21.76,1592.53,3531.54,2213.78,903.68,462.72,23527,137.365,703.198,25.4272,372.529,-134.217,29.6916,303.71,-44.7901,63.209,1379.7,2772.86,276.691,692.915,-651.067,12971.9,65116
193759,158108,151623,409.82,167.4,103.54,384.4,-49.6,389.76,117.76,-13.44,957.08,2541.8,1414.32,945.28,32,24290.6,137.381,398.837,83.6493,84.8237,178.789,-94.3553,385.563,25.4987,9.85939,795.176,2102.68,226.633,660.315,-633.987,16398.3,65122
243919,175459,185774,846.3,336.04,350.92,1001.3,70.06,24.96,199.68,2.56,1279.42,3348.36,2063.26,397.44,117.76,7623.68,137.411,832.446,163.848,322.691,216.315,-42.1777,18.2757,310.378,10.5501,1064.94,2722.66,195.733,470.111,-785.322,-2595.3,65135
232501,155600,236660,628.68,168.64,171.74,748.96,19.22,135.68,84.48,12.16,1227.59,3550,1354.68,1823.36,507.52,68292.5,137.419,616.062,2.50037,150.466,440.808,-82.6064,125.324,131.386,50.4925,995.382,2985.75,-342.588,728.265,-873.428,57160.2,65142
217517,171936,236707,531.34,182.28,92.38,307.52,32.86,370.56,81.28,83.84,1503.78,4091.73,1899.25,869.76,156.16,23787.5,137.421,517.97,91.0257,74.6993,126.287,-3.00046,366.48,-38.2161,97.7665,1242.7,3421.64,79.8995,682.89,-461.392,11045.2,65143
167659,124136,175280,393.08,93.62,27.28,120.28,44.64,47.36,-1.92,111.36,809.4,2034.86,949.27,1107.84,289.28,49195.5,137.464,387.319,-0.0855045,20.9791,75.3851,29.9927,43.8093,38.8182,133.719,681.281,1656.88,98.1105,274.474,-428.909,42951.5,65161
174234,118769,161562,838.24,292.64,187.24,625.58,6.82,-97.92,-46.72,-23.68,731.3,2257.09,1437.75,480.64,260.48,13406.7,137.502,829.793,153.79,160.358,214.451,-66.2297,-103.149,35.9496,8.85817,581.794,1891.12,222.199,367.432,-337.304,6312.98,65173
140246,117637,136908,579.08,115.94,126.48,226.92,-48.98,19.84,110.08,305.92,704.32,1930.49,779.58,686.08,98.56,24977.3,137.514,574.434,1.06431,124.958,-45.6268,-72.6228,15.4061,178.707,324.534,579.658,1577.04,-189.169,323.183,-504.036,18948.9,65181
225322,150797,187597,653.48,149.42,121.52,244.9,137.64,272.64,108.8,-10.88,1419.29,3562.78,1960.31,404.48,285.44,17022.1,137.545,642.531,39.8227,113.554,-56.8708,119.239,273.551,19.0705,-29.3064,1196.73,2907.23,346.981,288.445,-209.975,6190.67,65195
133791,96369,92712.3,416.64,179.18,81.22,50.22,-21.7,24.32,-5.12,34.56,110.05,193.12,150.52,65.28,-24.96,204.8,137.577,415.633,115.606,74.6231,-136.176,-18.3304,26.0605,20.0152,47.3084,99.4407,106.473,-50.7876,77.0816,-145.933,-320.366,65212
217407,162153,206416,966.58,270.94,164.92,231.26,95.48,167.68,-5.76,226.56,855.55,2890.41,1179.31,847.36,218.24,33547.5,137.592,958.957,99.4484,155.292,-121.597,77.724,166.106,4.85939,254.504,662.96,2472.61,-298.871,392.586,-527.594,24281.5,65224
240217,176749,166473,1097.4,313.72,449.5,1145.76,-7.44,403.84,48,-35.84,1422.13,3639.46,2033.44,1591.68,814.72,39294.1,137.6,1081.36,58.2469,430.991,132.736,-133.439,399.411,-39.6788,12.5534,1192.67,2939.25,-86.7399,1080.21,-737.165,28093.5,65230
199662,150492,241519,1412.36,408.58,293.26,1067.64,29.76,618.24,115.2,7.68,1106.18,3873.76,2738.47,400.64,455.04,10014.7,137.606,1392.5,194.755,246.988,411.377,-96.3396,608.977,-149.553,16.4403,844.408,3337.88,672.61,477.379,-392.512,-2384.52,65232
148662,122916,103971,265.36,44.64,16.74,171.12,109.12,99.84,199.68,-16,545.28,1460.47,983.35,401.92,7.04,11301.1,137.676,259.646,3.85613,7.46142,131.692,88.284,97.1766,191.23,-47.5107,451.156,1202.21,376.669,265.398,-282.636,6822.18,65257
195595,150592,174409,980.84,373.86,226.92,425.94,-66.96,211.2,286.08,85.12,1673.47,4113.74,2036.28,1168,220.16,46276.5,137.677,968.343,177.889,208.071,-72.6302,-103.21,209.615,345.129,91.1503,1416.03,3300.93,46.2872,514.829,-857.129,33832.8,65258
177892,141144,221655,357.74,241.18,497.24,1110.42,138.88,583.68,218.24,60.16,1037.31,3065.07,2333.06,1509.12,885.76,53374.7,137.685,341.895,36.1631,491.044,-64.2146,28.9761,581.662,99.3957,69.1646,838.417,2596.39,321.4,690.099,-880.883,43724.9,65261
205189,169648,146008,335.42,246.14,62.62,375.72,186,333.44,164.48,58.24,1127.48,3175.83,1863.75,968.32,232.96,26143.4,137.69,321.554,180.684,32.4991,255.968,139.746,327.419,41.3147,37.3715,922.372,2679.2,451.114,666.431,-402.015,16188.4,65263
191668,144013,151048,407.34,326.74,211.42,268.46,166.16,174.08,114.56,-59.52,812.95,2174.73,1148.78,797.44,168.32,38847.4,137.718,399.74,197.558,200.4,-209.636,154.263,177.757,185.959,-56.9134,675.214,1790.61,-79.3786,185.125,-693.658,32210.2,65270
222260,168420,150140,389.98,69.44,134.54,-37.2,-27.28,78.72,-34.56,91.52,959.21,2839.29,1522.24,467.84,-17.28,10986.9,137.731,386.177,-14.0858,147.657,-386.046,-1.10704,83.9937,25.3029,127.957,776.983,2409.99,122.13,455.261,-415.483,2034.44,65278
190147,133909,185940,652.86,223.2,243.04,310.62,99.2,472.32,140.8,-33.28,1043.7,2773.26,1432.07,1250.56,537.6,49523.2,137.739,643.373,48.3136,243.174,-259.119,83.2272,476.856,43.1779,-31.7015,869.102,2275.97,-67.1955,465.842,-574.015,40997.3,65284
156018,126619,207263,509.64,168.64,56.42,182.9,-27.9,280.32,-21.12,81.28,761.83,2434.59,976.96,896.64,622.08,43953.9,137.741,501.963,64.9717,44.0573,78.4038,-51.6234,277.78,-163.318,94.3742,601.46,2098.26,-135.883,185.929,-36.1567,36203.5,65287
239731,155109,208024,816.54,125.24,170.5,184.14,-2.48,162.56,206.72,100.48,1191.38,3097.73,1474.67,1572.48,334.72,67092.5,137.744,809.931,-69.3617,178.214,-210.062,-8.72295,163.652,305.642,114.775,995.376,2510.87,-17.8894,452.574,-881.722,57619.3,65288
189457,149548,157002,453.84,86.8,96.72,213.9,-2.48,58.88,9.6,-50.56,1106.89,2764.03,1248.18,1139.84,456.32,47633.9,137.747,447.325,-28.1321,95.7573,-2.39038,-23.2949,58.8056,46.5942,-28.7727,934.249,2253.43,-0.0889742,376.061,-370.944,39217.2,65289
171539,135525,142073,519.56,146.32,176.08,613.8,78.12,357.76,154.88,32,871.88,2166.92,908.09,439.04,231.68,13889.9,137.75,508.346,41.6896,158.333,253.95,-0.0133135,351.699,31.2204,23.8966,734.935,1750.76,-205.025,314.376,-393.679,7296.58,65290
186420,139540,149891,1035.4,418.5,233.74,540.02,141.98,12.16,165.12,51.84,952.11,3122.58,1894.99,115.84,83.2,1934.72,137.782,1024.84,258.978,204.514,8.34312,90.2686,9.97283,232.07,35.9608,743.705,2650.08,217.854,272.181,-424.95,-7908.23,65313
203255,156364,192039,1045.32,352.78,210.8,977.12,110.98,279.68,96,9.6,1292.2,3484.68,2396.25,1305.6,472.96,42226.6,137.793,1027.31,163.005,165.976,530.011,-10.9505,267.706,31.4206,28.6505,1067.13,2856.7,688.461,714.709,-692.348,31444.3,65317
215043,162282,167447,437.1,163.06,82.46,305.66,11.16,33.92,238.08,-37.76,961.34,2819.41,1732.4,1348.48,553.6,64478.7,137.808,429.113,39.0004,70.1521,114.279,-21.6224,31.1291,304.727,-55.6951,776.897,2378.18,450.53,237.091,-483.51,55727.8,65326
198754,156654,117440,277.76,107.88,122.14,153.14,-17.98,247.04,142.72,14.72,947.14,2626.29,1205.58,657.28,397.44,20570.2,137.852,271.025,32.9686,122.374,-136.537,-26.8416,249.124,54.0998,2.04662,779.864,2205.43,-68.0225,412.463,-138.408,12402,65351
240971,175657,210354,817.78,262.26,102.92,381.3,100.44,204.16,-65.92,129.28,1366.75,3290.14,1907.06,663.04,211.2,13466.9,137.884,805,147.077,76.9774,152.646,57.6901,198.946,-148.721,155.012,1162.66,2642.67,440.901,621.248,-276.533,3420.73,65364
185218,135840,222199,956.04,422.84,401.76,1373.3,432.14,506.24,296.32,33.28,1436.33,4159.89,2673.86,1542.4,515.84,47339.5,137.89,932.607,190.15,356.086,500.831,269.592,493.901,211.834,13.3057,1163.74,3476.61,378.919,911.855,-1154.08,34333,65366
250398,160188,255198,530.72,267.22,112.84,507.16,57.66,160,238.72,28.8,1129.61,2741.31,1279.42,1390.72,279.68,58322.6,137.949,518.991,134.649,85.3525,309.974,-7.62309,152.321,281.47,26.2799,956.653,2201.29,28.382,418.044,-799.467,50040.1,65388
153947,110077,166303,519.56,171.12,128.96,109.12,35.96,297.6,170.24,19.2,1056.48,3052.29,1407.22,1607.04,359.04,64151.7,137.962,511.895,24.0913,129.467,-177.708,37.2071,299.77,178.324,28.9122,859.751,2564.22,-55.0704,552.272,-753.167,54611.5,65398
185410,141661,206813,593.34,207.08,166.16,107.26,66.96,180.48,120.32,66.56,1072.1,3092.05,1144.52,1422.72,261.12,63421.4,137.982,586.851,42.8585,169.112,-250.997,70.1664,183.181,210.574,87.5868,872.792,2590.16,-392.983,388.047,-849.048,53785.5,65410
174196,136760,229292,647.9,138.26,94.24,161.82,34.1,224,110.72,34.56,979.09,2494.94,1192.8,1456.64,252.16,52312.3,137.991,640.601,-2.91625,90.432,-39.2517,22.6177,223.349,124.858,52.3437,822.108,2018.14,54.4799,599.188,-685.656,44656.3,65415
150994,116133,185943,469.96,97.96,101.68,221.96,126.48,251.52,17.28,33.92,774.61,1969.54,1206.29,257.92,46.72,5063.04,137.993,462.363,21.6428,95.4902,-23.3775,107.844,251.156,-56.5969,37.6812,651.291,1604.52,263.792,299.619,-274.386,-976.987,65416
219755,157464,200421,427.8,233.74,89.28,214.52,16.12,397.44,693.76,63.36,1187.12,3031.7,1407.93,1691.52,604.16,60405.1,137.994,417.093,112.368,74.4116,30.7168,-5.43432,395.411,587.015,-36.9509,994.449,2464.21,50.7407,644.052,-497.945,51181.5,65417
230699,143699,110831,523.9,48.36,31.62,7.44,-27.9,401.28,127.36,-59.52,864.78,2359.33,1188.54,489.6,343.68,14464.6,137.995,517.265,-25.5248,31.2074,-83.2196,-22.3622,404.049,-69.3816,-80.8479,715.286,1960.48,178.771,344.812,48.9468,7168.69,65418
160879,131148,118365,138.26,84.94,10.54,111.6,-34.72,256,17.92,-101.12,687.99,1926.23,889.63,1229.44,366.08,43098.2,138.013,131.769,30.9448,1.54201,111.151,-49.1279,255.049,-64.5127,-82.8002,564.789,1632.1,75.5753,516.56,-292.405,37055.1,65424
210838,154488,148269,707.42,393.7,237.46,672.7,206.46,417.28,88.32,80,1214.1,3455.57,1941.14,1096.96,344.32,36582.4,138.017,691.334,236.421,204.708,163.377,133.14,411.92,-8.90486,91.1489,990.639,2894.25,149.253,628.172,-698.67,25765,65428
183771,145757,175183,369.52,170.5,128.96,727.26,66.96,443.52,165.12,134.4,1174.34,2994.07,1718.91,1415.04,464,58325.1,138.021,353.543,54.1337,100.047,482.451,-30.7963,431.3,32.7668,144.303,983.498,2464.28,342.058,479.962,-711.047,49096.7,65431
149668,114648,220435,437.72,169.26,35.96,184.76,-22.32,6.4,-115.2,63.36,765.38,2176.15,1285.1,1025.92,487.68,38071.7,138.063,431.32,83.4593,21.0671,104.155,-43.9294,3.12828,-122.896,97.7245,625.228,1829.67,328.372,417.483,-112.412,31218.7,65456
161174,127672,178183,621.86,215.76,147.56,112.84,37.82,140.8,164.48,-16,1040.86,2972.77,1607.44,1217.92,326.4,50195.8,138.078,615.256,67.0403,146.34,-240.985,43.4096,144.553,229.06,-14.5599,849.723,2480.33,149.692,418.269,-606.918,40972.5,65462
138535,116722,157870,678.28,165.54,192.2,411.68,177.32,122.24,-26.24,-19.84,685.86,2380.63,1143.1,743.04,271.36,23742.1,138.097,671.022,26.3482,185.809,-17.4235,136.431,121.92,-5.90454,-1.12957,526.695,2055.77,-153.934,450.184,-458.671,16112.3,65470
191807,153574,151673,305.04,155.62,70.68,195.3,96.72,321.92,147.84,172.16,962.76,2625.58,1140.97,1141.76,453.12,50627.2,138.136,295.579,61.9552,60.0549,57.6758,74.0569,318.216,48.0744,160.966,794.679,2196.36,-43.1952,313.873,-379.828,42451.9,65488
151677,116753,142725,1439.02,486.7,237.46,556.76,204.6,175.36,148.48,247.68,1307.82,4608.61,2335.19,1306.88,323.84,30239.4,138.141,1424.47,257.089,203.99,47.4322,147.825,169.776,151.585,249.592,997.325,3971.86,2.01363,1021.18,-681.457,15374.9,65490
214762,136409,235718,865.52,272.8,229.4,792.36,60.76,478.08,339.84,26.88,1243.92,4189.71,2624.16,1190.4,767.36,36037.1,138.151,848.743,102.5,201.018,266.817,-31.7039,471.576,136.598,-13.7956,963.332,3622.12,517.775,739.705,-336.831,22660.8,65495
206465,163425,234557,455.7,174.84,155,221.34,8.68,247.04,343.68,115.84,1094.82,3139.62,1642.94,1493.12,688.64,56522.2,138.162,447.396,36.7585,153.576,-149.816,-5.33612,247.487,300.747,78.8385,892.023,2633.47,109.292,556.346,-403.815,46723.9,65503
160642,129651,132089,388.74,117.8,128.96,216.38,-37.2,275.84,-30.72,59.52,871.17,2235.08,1101.21,1153.28,334.08,41009.9,138.197,381.668,8.62199,127.569,-73.5134,-54.3953,275.624,-77.6894,101.564,731.388,1834.14,1.67862,514.205,-485.103,34088.2,65517
170691,143310,111222,704.32,290.78,155.62,411.06,211.42,313.6,179.2,62.08,832.12,2284.07,1343.32,362.88,216.32,6635.52,138.263,693.269,178.191,131.788,62.452,169.038,311.213,61.8787,27.9062,685.328,1876.25,171.459,376.265,-253.764,-427.759,65545
202591,161503,173598,1002.54,253.58,114.08,179.18,82.46,373.76,280.96,75.52,843.48,2906.74,1333.38,935.68,250.24,24100.5,138.285,993.598,100.174,100.309,-64.8611,69.4741,373.658,165.393,41.6722,648.775,2485.81,-73.9129,643.008,-383.366,14800.8,65553
191228,156690,157172,520.18,104.78,68.2,90.52,111.6,352.64,76.8,21.76,1133.16,2986.26,1639.39,1050.24,396.16,37031,138.294,511.076,0.301475,65.1923,-84.1634,110.714,353.846,-42.4675,16.4086,945.06,2468.38,322.573,515.712,-283.654,27803.4,65556
118610,92019,182967,408.58,210.18,126.48,396.18,58.28,161.28,155.52,-69.76,516.88,1627.32,931.52,288,177.28,18577.3,138.3,401.149,124.12,107.792,126.923,13.2885,159.075,136.104,-85.2664,408.576,1382.59,61.4698,24.3773,-321.423,13515.3,65562
135695,111924,161912,488.56,148.8,146.94,176.08,-32.86,130.56,-18.56,63.36,753.31,2301.11,1026.66,1056,213.76,30643.8,138.347,483.406,33.9313,147.096,-152.84,-42.4999,131.626,11.619,104.282,603.807,1949.85,-164.437,624.482,-511.05,23325,65580
