frame,experiment 1 frame 1,experiment 1 frame 2,experiment 1 frame 3,experiment 1 frame 4,experiment 2 frame 1,experiment 2 frame 2,experiment 2 frame 3,experiment 2 frame 4,experiment 3 frame 1,experiment 3 frame 2,experiment 3 frame 3,experiment 3 frame 4,experiment 4 frame 1,experiment 4 frame 2,experiment 4 frame 3,experiment 4 frame 4,experiment 5 frame 1,experiment 5 frame 2,experiment 5 frame 3,experiment 5 frame 4,experiment 6 frame 1,experiment 6 frame 2,experiment 6 frame 3,experiment 6 frame 4
240,5.097676,5.394403,6.778283,5.404961,6.16783,5.057745,3.630797,4.995342,10.63328,10.01935,22.4129,22.39555,11.41667,8.117753,11.68246,9.041789,3.188265,2.35731,4.911009,3.117292,4.999485,4.2671,5.197348,4.369533
255,5.462921,6.3367,7.851046,6.253763,7.010329,6.170667,4.237838,6.490476,9.584077,10.70764,19.50172,22.14023,12.73803,7.470186,10.6494,8.656324,3.045594,2.451737,5.516309,3.603362,5.772617,4.529729,5.835974,6.060708
270,5.554941,6.369248,8.077353,6.122739,6.732218,6.059636,4.155689,6.33589,9.639058,9.997363,21.14246,21.43063,12.69841,7.993723,11.23288,8.711238,2.848045,2.412187,4.961994,3.951965,5.842103,4.741996,6.391922,6.871913
285,6.038065,6.683567,9.272881,6.807863,7.537695,7.049354,4.303768,7.065594,10.97944,11.25848,23.60313,22.4051,13.2724,8.658121,11.39367,9.519256,2.657958,2.473287,6.432855,3.882284,5.891941,6.169454,5.848615,8.098976
300,6.692828,7.891673,10.33337,7.980547,7.883038,7.99896,4.849933,7.947687,11.04255,11.9944,24.25859,21.8075,12.24823,8.341531,10.55377,9.259515,2.646978,2.605626,5.798365,3.756709,5.582229,5.865974,5.903798,7.277283
315,7.47949,8.230053,11.80922,8.626791,8.416728,8.274364,5.140577,8.67492,11.06417,12.92667,23.61456,21.36437,11.91394,8.081766,12.01117,9.553476,2.764186,2.626326,7.114692,5.001536,8.100796,6.607514,7.174245,9.60389
330,7.829573,8.925419,12.2625,8.634998,8.652397,8.930262,4.940036,9.092584,11.76516,13.79429,24.46531,23.09867,12.19259,8.804062,12.28525,8.718498,3.333333,3.666667,7.114692,5.001536,8.100796,6.607514,7.174245,9.60389
345,7.851265,9.166404,12.13061,8.8858,9.145265,8.872291,5.240416,9.883259,11.85513,13.69319,20.61795,22.13263,11.01857,8.181601,14.11187,8.518658,2.120033,2.546581,2.17068,5.576255,2.44793,8.470932,3.793469,10.71762
360,8.927909,9.65943,12.28026,9.438224,9.637306,9.416491,5.887477,9.7517,11.20951,11.37994,22.02554,20.14815,10.81481,7.900932,12.67538,7.592162,3.398726,2.590417,5.967868,5.588587,9.167634,8.648674,10.44757,10.19718
375,9.544744,11.11883,12.79453,10.88245,10.77872,10.37928,6.878823,10.73568,11.85117,11.38207,23.4295,19.5132,11.21901,8.160549,14.31397,7.610746,3.89169,2.766649,7.998727,6.43196,10.94915,10.02338,13.36334,11.2685
390,10.90667,12.61751,14.6329,12.22147,12.01493,12.22767,7.35225,11.77889,12.46035,11.47462,24.31915,18.49676,11.58145,8.833367,15.55091,7.535248,3.981828,2.992599,8.907082,7.446514,13.40532,11.26939,14.60695,11.6793
405,9.212192,11.33236,13.22964,10.78768,11.15793,10.82832,7.13087,10.69616,12.12884,11.67617,23.25819,17.1436,12.22193,8.814621,15.97871,7.815144,4.110855,3.050978,8.781935,6.759674,11.01278,10.34961,13.61361,12.50685
420,9.656536,11.29803,13.18471,10.81437,11.01229,11.55199,7.134855,10.56771,13.75358,10.53882,22.09521,19.3755,11.67942,9.464001,15.47667,8.394812,4.673508,3.319992,8.867159,6.691773,12.56522,10.78582,13.3045,12.0546
435,10.99355,12.1485,14.94928,12.18035,12.31258,12.70661,7.971573,11.99957,13.16255,10.19106,22.20299,16.35185,12.66138,8.957322,15.66843,7.977124,4.470446,3.563685,8.643734,7.361884,12.44015,10.69274,14.71652,12.06626
450,10.20411,11.50882,14.70862,11.89858,11.40264,12.30802,6.771383,11.74917,12.44843,9.981439,21.54638,16.18922,11.6284,8.51546,13.32849,8.288406,4.577565,3.377923,8.358072,8.195569,11.21989,11.85176,14.11296,11.38895
465,9.714663,11.48871,14.08726,11.39469,11.18325,11.72263,6.324675,12.15244,11.46979,10.19916,20.04109,10.09667,11.43748,8.625039,12.12083,8.168889,5.224759,3.562958,10.30819,8.947747,10.9754,11.88145,14.56556,11.14133
480,12.83434,14.4435,17.35211,13.79536,13.70898,13.87178,7.043019,13.96341,12.36976,9.132638,19.52207,14.73176,11.25145,8.961857,13.59629,8.330217,6.404536,3.825303,10.3344,9.501385,12.49549,12.43356,16.38264,12.38093
