frame,experiment 1 frame 1,experiment 1 frame 2,experiment 1 frame 3,experiment 1 frame 4,experiment 1 frame 5,experiment 1 frame 6,experiment 2 frame 1,experiment 2 frame 2,experiment 2 frame 3,experiment 2 frame 4,experiment 2 frame 5,experiment 2 frame 6,experiment 3 frame 1,experiment 3 frame 2,experiment 3 frame 3,experiment 3 frame 4,experiment 3 frame 5,experiment 3 frame 6,experiment 4 frame 1,experiment 4 frame 2,experiment 4 frame 3,experiment 4 frame 4,experiment 4 frame 5,experiment 4 frame 6
180,4.884189,1.412467,6.40175,3.714266,6.983958,2.718931,5.596466,1.589529,11.97649,9.587729,11.63102,10.55407,9.89032,9.285265,6.908649,9.220986,1.612665,1.67246,1.099113,0.463884,0.564822,0.77245,0.60184,1.017892
195,5.460506,2.089046,6.72981,4.712707,7.290726,3.161451,6.232826,2.42716,13.78903,9.916295,11.76455,12.75415,12.04325,9.444091,7.022529,9.724676,1.941126,2.049068,1.420455,1.556513,0.928851,0.910874,0.719823,0.98128
210,5.183275,2.418999,6.987797,4.37289,7.004264,3.169957,5.900111,2.160118,14.52282,9.26785,12.84241,12.21799,12.12331,9.777557,7.777635,10.78293,2.240822,2.120295,2.141305,2.133671,0.951199,1.20908,0.951199,1.143802
225,5.361746,2.340581,8.394662,4.175975,7.344129,2.95324,6.199465,1.835301,15.79299,11.57225,14.29343,13.00929,14.9287,11.38159,8.451851,12.90447,2.089314,2.361216,2.454566,1.933674,0.889852,1.267965,0.949239,1.338637
240,6.061148,2.744423,10.628,5.264784,8.388223,3.502807,8.008379,2.106852,20.27871,13.89556,16.8278,15.04883,17.71953,13.66935,10.02771,16.52227,2.986095,3.572279,3.192769,3.090666,1.381994,1.593476,1.399732,1.542632
255,7.475,3.425532,11.60268,7.141809,10.38433,4.387692,9.689815,3.136364,20.22676,13.93544,18.38321,15.28024,18.99272,15.03978,11.84541,17.14967,2.868222,4.197144,3.654278,3.297327,1.730415,2.074505,1.790752,1.565932
270,8.411085,3.280379,11.53306,6.74178,10.88095,4.129721,10.35261,3.042953,21.78026,12.68411,22.24073,14.97504,18.77698,15.65456,11.10745,17.50823,3.215199,5.232856,4.344257,4.415345,1.879,2.540475,2.01721,1.944114
285,9.121517,3.760035,11.88042,7.145681,14.23177,4.936645,11.62261,3.322742,24.44361,13.23693,22.03341,16.22952,19.62166,16.11788,12.43928,17.67416,3.481125,6.126669,5.122297,4.996453,2.495393,3.138069,2.279202,2.457265
300,9.900723,5.362261,14.13074,8.869771,16.10832,7.374263,13.16964,4.631785,22.60638,13.59438,24.51295,15.99508,20.14023,15.86246,12.52175,17.98891,3.253722,6.463176,5.684962,5.3337,2.702358,3.408121,2.18062,2.972737
315,11.03471,5.901286,15.70825,10.38994,17.18459,8.921678,12.6124,5.765351,22.94368,14.06509,24.02551,17.4311,20.83718,15.88167,13.75194,18.49416,5.036084,8.166821,7.216313,6.394181,3.886433,4.173499,3.204007,4.060729
330,10.73606,6.775767,19.17808,11.29809,17.78039,8.90411,15.65569,6.522778,25.64912,14.60822,25.28547,18.16502,21.41042,15.92859,14.23448,20.02911,5.036084,8.166821,7.216313,6.394181,3.886433,4.173499,3.204007,4.060729
345,12.50994,7.607607,19.03565,12.03574,19.67191,9.927572,16.21787,7.023123,22.87798,14.70728,25.92838,17.99142,21.62194,17.08085,13.9521,20.85621,6.455228,10.85409,0.108798,10.78114,4.65449,6.387394,6.503116,5.687793
360,13.63256,7.771133,24.36702,12.69087,21.45787,10.20472,16.6578,7.272619,23.8338,14.6303,25.26957,19.96296,20.13629,16.6358,13.23302,20.69892,6.671037,11.75636,8.770211,11.05956,5.347342,7.308755,6.503116,7.004389
375,15.66575,8.998843,26.44881,13.72017,23.4573,12.09337,18.33543,8.806859,24.04748,14.23179,25.02304,20.26797,20.12497,16.36508,13.2618,20.81971,7.72823,12.32148,8.739076,11.91311,6.03239,7.862176,7.516056,8.134754
390,17.26372,10.47806,28.64353,14.48919,24.1378,13.2149,20.12084,9.913146,25.15781,14.48189,26.16538,19.26355,20.48589,16.13204,12.12054,20.51376,9.083379,13.80044,10.17731,13.29879,7.414771,8.056981,8.750295,8.609218
405,14.441,9.550471,24.96889,13.01308,21.99014,11.83291,16.66611,8.487489,24.83551,16.80571,26.45338,20.60779,20.18176,19.02275,12.34705,19.30809,9.750405,14.02822,9.440389,13.44067,7.385787,9.238095,8.594867,8.604694
420,14.70044,9.554118,26.4671,13.11463,24.38033,11.66311,18.21558,8.355275,25.2826,17.71383,29.22512,21.30023,22.52281,18.78005,13.16529,19.36385,10.52871,13.59789,9.454084,12.80176,8.241766,9.242158,9.655991,8.755221
435,15.97449,11.13665,28.78035,14.39892,25.51351,13.20613,19.09539,9.896451,22.6461,13.31107,26.62646,20.4181,19.27487,17.18179,12.17386,17.75097,10.3347,13.69859,10.47539,13.4225,8.455661,9.290035,10.59051,9.411956
450,15.08152,10.91982,28.22745,14.41082,24.6839,12.57659,18.13514,9.673688,20.49288,13.41418,25.72964,20.18034,18.58581,16.52407,11.69918,18.51464,10.15549,14.64627,9.902229,14.90741,8.634155,10.15463,11.09733,9.850643
465,14.83663,10.19388,25.79327,12.97984,23.33074,11.26485,17.4825,8.770485,21.20556,12.85185,28.06618,19.95026,17.94557,17.33923,12.22999,16.75545,10.36259,14.26104,10.37306,14.3436,8.162113,9.720741,11.48784,9.900104
480,18.61456,12.73663,32.18243,16.30201,28.34398,14.84481,22.23524,10.70207,20.35128,11.95766,25.55461,19.37631,15.84269,16.22008,11.4454,15.9998,10.59481,13.40998,11.5514,14.40116,9.093169,10.76443,12.14478,10.54722
