"FSC-A", "FSC-H", "SSC-A", "FL-A", "PE-A", "PerCP-A", "Cy55PerCP-A", "Cy7PE-A", "APC-A", "Alexa700-A", "Cy7APC-A", "PacB-A", "AmCy-A", "QDot605-A", "BUV395-A", "BUV737-A", "BUV496-A", "Time", "Event #", "Comp-FL-A", "Comp-PE-A", "Comp-PerCP-A", "Comp-Cy55PerCP-A", "Comp-Cy7PE-A", "Comp-APC-A", "Comp-Alexa700-A", "Comp-Cy7APC-A", "Comp-PacB-A", "Comp-AmCy-A", "Comp-QDot605-A", "Comp-BUV395-A", "Comp-BUV737-A", "Comp-BUV496-A"
194015,150185,202220,440.2,-1.24,36.58,138.26,117.18,261.76,289.28,55.04,1401.54,3548.58,1780.68,1618.56,486.4,59073.3,140.77,49420,430.504,-112.732,38.2973,48.1684,103.058,259.595,240.267,21.05,1178.29,2905.37,316.999,665.953,-502.418,48207.5
180255,136332,188571,668.98,301.94,73.78,649.76,91.76,348.16,176,18.56,1606.02,4124.39,1791.33,1611.52,572.8,57126.4,140.783,49424,651.223,172.247,31.3285,567.434,-2.49021,336.405,39.6901,11.9997,1343.65,3390.27,25.1255,749.221,-509.56,44439.3
173130,136312,206179,926.28,326.74,230.02,492.28,184.76,98.56,-23.04,68.48,1246.05,3075.01,1569.81,885.76,171.52,28227.8,140.823,49445,915.317,150.393,211.54,-16.118,138.101,96.5411,46.1722,100.19,1053.95,2461.94,-7.83666,547.817,-690.881,18866.8
202526,146160,176770,495.38,140.12,-15.5,280.86,-27.28,262.4,295.04,66.56,1047.96,2649.72,1300.72,1806.08,401.92,66944,140.824,49447,484.748,32.8973,-38.04,368.087,-71.8437,253.744,240.43,51.4489,879.078,2153.15,279.337,648.47,-616.016,58814.3
144476,122008,175739,545.6,197.16,60.14,241.8,37.82,152.32,300.16,54.4,1077.07,2747.7,1148.07,1524.48,289.28,46651.5,140.858,49459,536.632,84.0019,43.3271,147.187,7.25175,147.943,308.861,31.6392,902.659,2229.15,-45.5829,769.81,-591.454,38217.6
180080,135821,139096,329.84,184.76,128.96,53.94,43.4,229.76,182.4,137.6,973.41,2667.47,1518.69,1505.28,359.04,49877.8,140.936,49483,322.959,71.4245,129.69,-262.15,55.3891,232.018,188.41,137.917,803.948,2219.4,212.707,700.263,-598.455,41542.3
246393,193016,216567,713,410.44,153.76,682.62,158.72,295.04,355.84,138.24,1598.92,4570.27,2367.14,1395.2,336.64,23189.8,140.975,49497,694.451,290.468,108.081,386.587,72.1647,284.762,252.043,98.7244,1301.7,3835.94,238.073,1227.47,-565.105,8829.27
203955,149320,152768,474.3,163.68,64.48,118.42,34.72,179.2,300.16,-28.8,975.54,2194.61,1047.96,1495.04,538.24,58959.4,141.02,49513,467.558,41.518,57.6896,-22.7482,26.6593,179.473,289.788,-64.154,841.336,1717.08,96.4007,444.867,-408.688,52449.8
182572,151400,143577,628.68,228.16,211.42,727.26,89.9,154.88,127.36,-9.6,1182.15,3035.96,2581.56,887.68,307.2,18723.8,141.025,49514,615.016,100.95,186.451,209.187,12.1541,149.321,121.426,-4.16059,989.676,2475.02,1052.01,722.492,-540.418,9399.15
221504,154124,218379,1004.4,554.28,596.44,1543.8,611.94,134.4,40.32,29.44,1464.02,4392.06,3163.76,677.12,146.56,8954.88,141.093,49537,982.361,305.639,554.825,179.95,450.45,127.204,189.915,50.8905,1175.99,3696.21,441.244,844.368,-1318.79,-4832.86
234074,172953,214474,782.44,146.32,120.9,41.54,9.3,224,150.4,39.04,1319.18,3769.39,1590.4,1945.6,440.96,76147.8,141.098,49540,775.19,-39.7257,127.271,-226.746,19.2448,226.71,204.21,58.8873,1076.75,3148.79,-144.766,695.67,-815.16,64384.5
217357,151310,164150,468.1,150.66,132.68,193.44,115.32,275.84,121.6,115.2,846.32,2078.17,1562,796.8,142.08,20381.4,141.119,49546,460.075,50.7664,128.042,-145.17,108.25,276.312,74.6185,112.859,717.448,1669.93,528.416,541.216,-467.776,14015.6
211679,143866,166051,804.76,194.68,181.04,613.18,124.62,181.12,257.28,-13.44,1021.69,2818.7,1537.86,725.12,236.16,27729.3,141.164,49561,793.514,44.1131,161.749,222.717,51.9143,175.751,260.495,-36.3457,838.82,2316.41,139.288,355.018,-589.932,19067.5
197990,152225,180790,1507.84,416.02,256.68,702.46,-1.86,287.36,167.04,-1.28,2293.3,5546.52,3070.04,857.6,154.24,17325.4,141.197,49572,1488.97,190.652,223.363,125.874,-73.9672,283.17,138.74,17.0158,1948.02,4433.19,485.121,873.944,-726.256,552.385
192356,151940,153803,823.36,205.22,100.44,268.46,-29.76,51.84,-178.56,108.16,707.87,2379.92,1470.41,626.56,109.44,26031.4,141.212,49578,816.511,74.4841,85.8929,43.4459,-55.8906,48.5436,-139.316,173.142,549.307,2040.62,314.479,297.808,-429.841,18394.7
228081,154921,164338,753.92,285.2,498.48,1481.8,221.96,242.56,577.28,172.8,946.43,2431.75,1907.77,543.36,746.88,20847.4,141.228,49584,737.393,70.3537,472.374,337.428,48.4593,231.059,549.948,93.2736,788.28,1938.41,229.597,259.355,-658.504,13520.3
157336,102921,246613,1710.58,578.46,350.3,781.2,79.98,-19.2,-96.64,-1.28,1226.17,4204.62,2171.18,735.36,419.2,21984,141.236,49588,1697.91,302.055,314.505,8.35372,1.89006,-21.2509,-0.821729,48.8611,944.578,3584.05,-148.734,587.7,-544.989,8590.2
165036,129133,145525,460.04,263.5,165.54,385.64,31,23.04,23.04,-101.12,838.51,2231.53,1165.82,878.08,368.64,27096.3,141.253,49594,452.713,154.165,149.187,19.7084,-7.12396,23.0148,69.1295,-85.149,696.836,1836.44,-3.43551,488.663,-345.238,20227.3
147774,103500,249825,815.92,340.38,185.38,453.22,220.72,110.72,156.8,-74.24,629.06,2036.99,1087.72,437.12,274.56,15354.9,141.283,49600,807.332,198.877,161.237,47.5853,174.548,110.12,159.12,-104.29,493.308,1713.06,-51.253,256.487,-314.107,8980.37
193954,148469,169558,398.66,300.7,383.16,876.68,153.76,62.08,96,-56.32,1364.62,3604.67,1997.23,1152.64,993.92,58754.6,141.316,49612,386.144,115.388,371.457,-11.6178,63.6216,61.1437,158.215,-54.9163,1135.83,2989.06,-47.0939,214.72,-477.753,47734.8
214418,155461,227809,987.04,525.76,242.42,711.76,100.44,54.4,51.84,49.28,1928.36,4770.49,3087.08,1383.68,652.8,63360.6,141.319,49616,969.457,315.029,201.308,153.155,28.5367,48.9143,127.205,73.3406,1629.32,3862.95,799.772,433.508,-664.261,48886
219603,138933,208552,259.16,96.72,52.08,417.88,78.12,264.96,330.88,-28.16,1002.52,2552.45,1394.44,1676.8,183.04,60229.8,141.35,49626,248.048,3.25725,34.1786,344.219,21.9178,257.517,339.436,-44.6572,839.545,2088.99,310.172,662.927,-908.375,52413.7
110261,101097,105010,571.64,251.1,144.46,217,33.48,122.88,88.96,-73.6,625.51,1895.7,771.77,248.32,231.68,4928.64,141.412,49646,566.166,155.231,132.515,-102.898,17.1113,125.484,57.2834,-84.8265,502.18,1592.02,-251.317,264.362,-102.767,-984.952
180636,133111,134867,530.1,180.42,-21.08,251.72,-0.62,65.28,158.72,175.36,761.12,1851.68,1048.67,213.76,110.08,7977.6,141.419,49649,521.681,130.255,-49.6142,328.268,-41.7391,56.4805,94.7863,151.309,643.492,1481.47,352.813,153.157,-43.6914,2354.69
180186,147500,164252,715.48,87.42,143.22,584.66,17.36,393.6,381.44,102.4,1667.08,3690.58,2229.4,904.96,270.72,16437.8,141.454,49656,700.382,-31.6941,127.329,250.844,-53.1857,386.334,241.373,64.3393,1441.6,2890.57,608.905,801.876,-474.732,5424.39
142241,112757,109798,858.08,340.38,118.42,358.98,15.5,142.72,51.2,45.44,699.35,1730.27,954.24,226.56,65.28,11082.2,141.455,49657,849.633,217.453,89.5617,118.361,-24.2928,139.139,28.5657,54.8351,589.984,1362.4,83.5465,120.673,-309.259,5867.32
182611,135880,188705,627.44,279,229.4,567.92,44.02,24.96,-45.44,91.52,1118.25,3350.49,2033.44,1363.84,640.64,62209.3,141.52,49678,617.025,103.65,214.123,40.2424,-13.5627,21.2182,42.3588,136.633,899.489,2840.12,293.544,367.328,-611.715,51671.2
203735,150368,164902,582.18,144.46,118.42,158.72,-13.64,-5.12,111.36,-82.56,911.64,2191.77,1219.78,209.28,-122.88,5733.12,141.52,49679,577.303,50.9492,114.723,-123.689,-19.6018,-2.69417,210.834,-76.9199,775.792,1743.28,171.071,234.537,-443.142,-817.986
215459,154721,137029,572.26,120.28,153.76,660.3,270.94,213.76,1514.24,405.76,1055.77,2722.14,1199.19,778.24,397.44,17575,141.525,49682,559.844,5.3595,134.913,337.979,179.317,200.754,1456.73,128.814,875.819,2158.02,-71.7372,473.364,-476.797,9426.35
224939,168417,222751,564.2,289.54,197.16,78.74,82.46,24.32,288.64,-7.68,883.95,2987.68,1287.23,945.92,261.76,37099.5,141.56,49692,559.539,146.979,197.301,-378.093,96.0176,30.5516,413.91,-36.3323,685.543,2572.02,-304.88,391.677,-566.645,27643.9
185792,146208,156425,546.84,184.14,254.2,799.8,-39.06,154.24,24.32,-65.92,1040.15,2671.73,1725.3,1181.44,744.32,51337.6,141.574,49699,535.622,22.0744,238.603,220.575,-131.7,149.177,17.7398,-33.4304,870.724,2184.81,286.753,347.075,-469.851,43176
229788,175221,168182,467.48,249.24,74.4,100.44,79.36,40.96,131.2,-65.92,936.49,2480.03,1047.96,990.08,236.16,46502.4,141.619,49718,461.103,140.35,61.7032,-45.3547,75.2502,42.0395,211.169,-71.2154,778.847,2040.38,-85.1633,224.361,-493.237,38933.8
137033,104876,137223,542.5,157.48,135.78,414.78,-32.86,113.28,-20.48,-17.92,404.7,1664.24,1168.66,144.64,98.56,1346.56,141.66,49733,536.122,72.2666,120.946,105.238,-78.8869,110.64,-44.4039,6.37469,289.893,1473.77,245.237,242.984,-230.994,-4085.32
201694,163460,188429,357.12,228.16,117.8,478.64,121.52,350.72,236.8,10.24,1475.38,3182.22,1804.82,1547.52,412.8,55013.8,141.666,49735,342.585,116.222,93.8538,234.065,65.5249,345.103,167.553,-2.35407,1282.91,2496.48,397.915,668.864,-688.072,45561.3
203086,156856,110449,373.86,100.44,93.62,209.56,-14.26,179.84,148.48,31.36,961.34,2335.9,1053.64,1640.32,272,51768.3,141.736,49745,366.888,-10.5064,90.5908,18.0916,-34.8999,177.961,178.464,49.1641,815.929,1879.6,-13.3061,782.973,-710.361,44618.6
244852,177713,251087,1973.46,562.34,326.74,512.12,280.24,-61.44,20.48,74.88,1877.24,4938.76,2635.52,409.6,99.84,7141.76,141.778,49758,1960.06,273.262,300.31,-249.29,246.663,-59.3538,171.444,86.2581,1564.17,3978.82,136.706,579.558,-625.557,-7943.57
234208,184197,167012,439.58,292.64,207.7,499.72,229.4,152.32,129.92,-7.68,1340.48,3461.25,1799.85,1151.36,200.96,26003.8,141.809,49773,426.99,177.556,187.489,43.7247,179.799,150.33,165.12,-8.48818,1122.11,2845.42,70.9295,877.024,-694.791,15337.8
202913,157769,231835,580.94,190.34,152.52,145.7,37.2,78.08,-38.4,-5.12,986.19,3059.39,1317.76,1208.32,398.72,48106.9,141.834,49782,575.05,47.667,152.936,-198.822,33.9198,81.0248,26.3353,30.1485,786.809,2610.68,-206.068,471.323,-500.278,38436.5
135802,104401,132081,510.88,351.54,667.12,1230.7,328.6,193.92,273.28,102.4,693.67,1938.3,1655.01,204.16,364.8,2424.32,141.86,49788,499.617,133.008,666.025,-346.36,218.219,195.958,389.714,86.9406,568.863,1577.51,-142.484,306.104,-971.636,-3511.74
192251,139776,165751,1424.76,536.92,716.1,1523.34,185.38,68.48,256,70.4,1251.02,3512.37,2026.34,184.96,-86.4,3498.24,141.873,49792,1409.39,214.772,693.924,-90.0294,32.0355,64.7842,523.682,104.395,1022.27,2843.9,-468.873,384.954,-1555.43,-7254.5
208019,153704,238722,570.4,211.42,205.22,116.56,101.68,147.84,419.2,-72.96,890.34,2805.92,1510.17,1142.4,321.92,51805.4,141.971,49814,565.187,49.0824,211.655,-381.525,113.727,154.821,526.101,-120.9,705.945,2375.61,16.5731,281.441,-724.448,43075.4
230529,156676,188701,334.8,117.8,81.22,721.68,-41.54,74.24,122.88,4.48,800.88,2591.5,1424.26,1301.12,793.6,63009.9,141.987,49822,323.664,12.1071,53.8758,584.624,-146.779,61.9236,87.8149,6.36306,626.188,2244.87,242.508,213.937,-290.726,54793
209379,164436,192697,653.48,148.18,225.06,375.1,100.44,279.04,718.08,99.84,1510.88,4328.87,2660.37,1692.16,341.12,49550.7,141.989,49823,641.846,-22.6672,226.434,-180.602,76.2518,279.263,764.736,15.2635,1229.94,3610.1,549.467,964.056,-959.676,36097.6
222711,159857,241810,1016.18,307.52,249.24,530.72,119.04,75.52,91.52,81.92,1004.65,3094.18,1975.93,1100.16,293.12,40777,142.038,49838,1006.26,103.838,234.237,-47.3849,71.4849,73.4928,192.49,102.791,801.034,2592.89,317.343,510.197,-772.692,31047.3
195808,151629,167035,467.48,86.8,154.38,141.98,60.76,142.08,166.4,-19.2,985.48,2579.43,890.34,1329.92,517.12,53991,142.077,49851,462.565,-54.3611,164.409,-207.88,55.6459,145.503,203.254,-26.1853,822.93,2113.6,-384.127,422.449,-484.388,46095.1
186694,144154,114830,695.02,243.04,279,239.32,45.26,35.84,62.08,-79.36,893.89,2585.82,1333.38,1265.28,187.52,25347.8,142.112,49866,690.535,75.879,285.268,-421.364,45.4254,43.2639,204.641,-47.6863,728.603,2141.38,-174.687,953.151,-742.044,17247.1
169978,138930,169357,739.66,303.18,104.16,399.28,101.68,245.12,188.8,99.84,1163.69,3174.41,1721.04,872.96,216.32,30167.7,142.141,49875,727.078,179.498,75.0996,190.443,54.9829,239.376,133.209,86.7491,959.364,2622.8,266.527,481.887,-484.129,20336.3
168766,139284,135019,141.36,92.38,69.44,109.74,21.08,314.88,138.88,62.72,895.31,2467.25,1069.26,789.76,61.44,22985.6,142.15,49880,133.674,42.9477,65.2451,-31.3399,12.8238,314.211,66.0527,64.0741,737.893,2077.3,-58.8515,512.539,-457.526,15271.4
178004,127821,167443,671.46,203.36,186,603.88,77.5,133.76,485.12,24.96,1148.78,2621.32,1543.54,1448.32,558.08,47003.5,142.216,49900,660.595,44.6469,168.869,187.761,7.38826,128.329,505.733,-34.677,985.719,2040.83,262.476,652.531,-591.202,39214.1
189849,144761,173945,817.78,372.62,383.78,883.5,101.68,225.28,142.72,170.88,1050.09,3102.7,1892.15,958.08,598.4,33304.3,142.252,49909,804.615,167.98,363.446,6.52158,10.2334,220.83,136.286,181.528,847.451,2593.84,29.6785,513.28,-633.382,23568.9
166350,131571,205453,922.56,438.96,716.72,1618.2,236.22,207.36,531.2,29.44,697.22,2807.34,1943.27,894.72,925.44,23581.4,142.259,49911,908.103,148.531,700.057,-35.386,66.5589,204.098,595.041,-27.2609,502.17,2434.4,-330.248,602.76,-885.355,14566.2
180691,139472,191405,621.86,143.22,138.26,232.5,9.3,144,204.16,32.64,1160.14,3285.88,1772.16,1636.48,565.12,59171.2,142.263,49912,613.991,-11.589,137.485,-97.3461,-6.8187,144.286,233.75,29.1123,948.524,2741.12,216.676,672.571,-551.955,48931.8
237929,180192,205419,585.28,162.44,84.94,48.98,63.24,210.56,135.04,-56.96,1551.35,3793.53,1760.09,1507.2,626.56,50476.8,142.289,49919,576.292,34.1044,83.1738,-159.282,69.753,214.104,82.9523,-70.1629,1316.79,3076.57,104.808,735.218,-257.907,38940.8
146306,127177,141817,457.56,192.2,304.42,241.18,86.8,133.12,228.48,52.48,878.27,2169.76,1658.56,520.32,58.88,9889.28,142.36,49938,452.421,57.9504,315.874,-528.038,93.818,140.806,328.968,43.8698,744.505,1733.57,316.319,470.7,-667.525,3326.2
174974,138876,142802,491.04,208.94,103.54,193.44,106.64,171.52,288.64,204.8,1184.28,2784.62,1430.65,643.2,399.36,15579.5,142.409,49959,481.816,121.35,91.2204,-55.2188,90.2902,169.573,206.887,151.707,1012.31,2221.56,163.366,480.207,-88.2843,7161.22
185490,153748,208770,438.96,137.02,83.7,442.68,55.8,318.72,-20.48,46.08,1293.62,3437.82,1522.24,1139.84,298.24,41063,142.413,49965,426.038,40.0145,64.2097,301.545,-4.22361,311.655,-115.152,79.8384,1074.71,2864.34,5.15691,579.173,-522.762,30383
169547,139508,143829,508.4,111.6,194.06,313.1,130.82,212.48,198.4,110.08,869.04,2287.62,795.91,1354.24,610.56,47479,142.415,49967,501.803,-36.927,198.703,-121.691,101.644,212.526,174.085,91.7059,724.112,1866.39,-415.384,558.112,-439.022,40417.6
179681,128248,171493,508.4,159.34,133.92,26.66,-76.88,101.76,1.28,-41.6,882.53,2379.21,1008.91,1063.04,624,53760,142.421,49969,504.923,21.5161,140.852,-296.584,-63.6681,107.398,21.6634,-20.2875,732.628,1967.4,-175.07,145.721,-221.87,46457
222631,148411,179920,586.52,234.36,34.1,696.88,133.92,217.6,245.76,-98.56,998.26,2544.64,1432.78,950.4,218.24,31991,142.471,49987,571.741,145.098,-11.4426,693.162,30.9652,204.922,171.139,-127.349,834.212,2069.88,385.512,477.932,-489.546,24241
167329,138757,154340,590.86,182.28,132.68,239.32,168.02,267.52,80,45.44,1209.84,3065.07,1703.29,774.4,506.24,19546.9,142.479,49992,580.787,72.9343,124.06,-89.9812,150.674,268.505,-42.3231,25.1873,1018.52,2503.04,261.269,575.466,-80.1896,10140
196805,135540,135530,385.02,185.38,75.02,303.8,12.4,186.24,215.68,111.36,1086.3,2787.46,1329.12,1223.68,272,43361.3,142.517,50010,375.103,91.0028,57.4858,166.431,-25.5511,180.668,201.591,105.171,909.339,2285.12,91.9717,546.668,-552.049,34783.7
199274,138693,204970,331.7,128.96,220.72,719.2,54.56,126.08,94.72,-55.68,842.06,2712.2,1455.5,1011.2,500.48,33983.4,142.543,50017,321.566,14.257,207.494,236.176,-32.3818,120.855,98.5924,-44.3388,661.731,2341.76,-4.46989,528.447,-491.091,25365.8
192260,160028,197570,234.36,139.5,111.6,160.58,119.04,141.44,22.4,65.92,1254.57,2991.94,1484.61,789.12,240,23146.2,142.548,50019,225.785,69.6103,107.397,-103.704,110.219,142.011,10.6708,73.7906,1070.78,2429.85,109.742,530.971,-334.465,14040
174588,129304,204784,1032.92,270.32,197.16,296.36,77.5,136.32,114.56,80.64,1282.26,3554.97,1817.6,1114.88,209.92,33640.3,142.551,50021,1023.63,83.7108,188.637,-155.998,58.4611,136.887,172.549,95.5029,1054.44,2925.76,63.7455,688.548,-674.614,22607.3
218656,142909,193077,424.7,212.66,44.64,515.22,145.08,133.76,118.4,49.28,1214.1,3175.83,1676.31,1828.48,117.76,76869.1,142.584,50030,411.099,91.0459,13.1496,487.602,73.0965,122.182,216.482,78.5963,1010.01,2620.63,340.704,548.336,-1132.5,67077.4
222302,161402,194341,902.1,220.72,92.38,637.98,26.04,97.92,115.84,-13.44,1214.81,3103.41,1648.62,1303.68,174.08,43261.4,142.608,50039,889.219,70.0069,59.8542,487.508,-60.9478,87.2706,157.824,9.58684,1016.35,2508.33,292.184,661.804,-759.902,33762.7
182077,129876,146831,513.36,185.38,125.24,133.3,40.92,-12.16,-99.2,-4.48,916.61,2300.4,874.72,624.64,210.56,37805.4,142.639,50052,508.589,66.279,122.78,-140.081,35.5235,-10.2534,1.0876,35.0971,773.183,1869.97,-246.523,36.871,-428.448,30831.7
174142,136433,153768,310,158.1,8.06,239.94,135.78,154.88,96,-51.84,725.62,2113.67,976.25,951.04,355.2,38678.4,142.654,50063,301.563,92.0322,-12.9161,258.888,100.468,150.535,41.8547,-67.9692,587.617,1791.34,90.5028,320.047,-244.667,32069.7
137995,92392,211647,913.88,385.02,436.48,901.48,140.12,297.6,236.8,217.6,1006.07,3338.42,2073.2,574.08,895.36,9883.52,142.668,50066,900.606,180.113,419.716,-131.029,51.2229,295.748,107.206,182.629,784.161,2853.22,-1.24694,578.656,-138.657,-767.044
236503,179808,146249,720.44,321.16,141.98,331.08,-15.5,153.6,171.52,155.52,1162.27,3550,2019.24,1128.96,506.88,37952,142.707,50079,709.731,182.632,120.631,5.6213,-46.615,150.471,138.943,150.46,929.586,3011.72,309.568,598.368,-330.897,26732.4
172187,141886,172729,470.58,205.84,71.92,34.1,81.84,231.04,183.04,11.52,630.48,2617.77,798.75,714.24,412.8,15468.8,142.725,50085,464.791,128.311,63.1455,-105.817,82.2946,233.261,63.4934,-27.5148,451.345,2345.13,-477.705,563.34,21.1664,6882.93
247541,192453,214133,1085,388.12,482.36,1354.08,181.66,546.56,519.04,20.48,1579.04,4670.38,3217.72,1879.68,678.4,46969,142.797,50106,1063.09,120.769,451.052,249.624,34.0358,538.532,437.863,-12.7201,1272.79,3905.64,584.768,1270.29,-1186.25,32327.2
223987,149711,183815,676.42,297.6,236.84,650.38,-46.5,46.72,3.2,21.12,960.63,2887.57,2238.63,861.44,334.08,32976.6,142.803,50108,665.758,145.724,214.663,90.5526,-112.087,42.7111,78.8193,65.4052,771.489,2435.65,682.527,415.862,-607.358,23907.3
160434,123376,153842,319.3,252.34,200.88,530.72,85.56,182.4,301.44,-8.32,961.34,2502.04,1442.01,489.6,69.76,13679.4,142.805,50109,308.7,163.83,180.92,87.368,29.3499,179.501,316.984,-35.5685,801.823,2053.58,121.526,379.803,-595.982,6044.06
174471,126112,180325,701.84,83.08,212.04,226.3,251.72,44.16,239.36,-33.28,873.3,2448.79,1129.61,602.88,208.64,18734.7,142.835,50116,697.227,-65.3766,223.68,-286.088,243.435,49.1274,330.493,-72.7433,716.212,2010.92,-182.141,377.2,-480.92,11216.9
191904,162191,165709,411.06,161.82,133.3,145.7,-55.18,236.16,64.64,59.52,1324.86,3095.6,1140.97,1093.76,222.08,29169.9,142.855,50123,403.005,62.1347,131.31,-139.155,-63.0932,237.248,36.0023,85.6924,1135.75,2483.02,-300.22,729.165,-480.27,19772.9
184135,140861,145973,289.54,160.58,131.44,442.68,11.16,198.4,62.08,75.52,781,2176.86,1041.57,1208.32,323.2,45861.1,142.856,50124,280.587,59.4316,116.993,180.537,-43.2027,192.786,55.1452,102.498,640.278,1823.6,-45.55,466.419,-610.971,39042.3
191954,158932,125210,448.26,162.44,122.14,464.38,83.08,63.36,123.52,69.12,905.96,2477.19,1235.4,428.16,237.44,14020.5,142.863,50126,439.084,78.7484,104.012,207.646,24.4411,57.6662,115.938,57.9761,746.096,2057.59,47.09,304.638,-269.157,6354.33
195995,140335,208608,562.34,301.32,456.32,795.46,91.76,305.28,208,142.08,1191.38,3397.35,2061.84,981.76,557.44,43365.1,142.927,50155,550.335,92.9066,454.976,-277.733,24.2601,306.254,243.587,153.514,972.564,2840.87,-30.8307,364.871,-874.384,32803.9
231029,168777,134560,432.14,439.58,751.44,1687.02,241.18,156.8,393.6,149.12,1296.46,2759.77,2537.54,883.84,570.88,30467.2,142.975,50175,414.58,187.007,734.677,-77.3607,72.36,151.713,577.193,145.113,1128.8,2112.8,356.641,480.781,-1377.08,22398.3
143699,113496,186356,1027.34,344.72,124,223.2,-6.82,65.92,-14.08,-75.52,618.41,2382.05,1405.09,571.52,367.36,20488.3,143.009,50187,1021.05,192.351,103.153,-62.8677,-21.9266,67.6155,-22.0425,-62.7212,456.574,2068.6,178.384,315.93,-117.742,12817
235478,174761,183893,1180.48,140.12,132.06,330.46,-7.44,231.68,385.92,7.04,757.57,2340.87,1373.85,512.64,214.4,25239,143.054,50195,1173.37,-40.503,124.569,22.0423,-40.4493,230.212,357.935,-39.0255,601.836,1924.73,239.196,138.666,-422.593,18011
186712,135234,210165,581.56,274.66,92.38,461.9,3.72,16,26.24,-14.72,1015.3,2786.75,1098.37,768,131.2,37629.4,143.087,50215,571.626,164.302,63.049,322.481,-59.0027,8.89634,97.4053,14.1519,834.923,2315.17,-177.849,215.385,-572.97,29030.7
163308,121301,156161,455.08,184.14,119.66,171.74,-60.14,-0.64,-79.36,77.44,547.41,1639.39,562.32,618.88,282.24,23337,143.087,50216,451.617,87.5991,114.09,-83.8528,-74.878,-0.768985,-41.7474,114.763,441.055,1378.78,-310.97,272.667,-219.183,18155.5
200417,135512,161850,487.32,179.18,44.64,355.88,114.7,146.56,256.64,111.36,902.41,2662.5,1048.67,1264,469.12,43216,143.1,50223,477.462,81.2129,22.218,306.764,61.5724,138.79,203.68,75.4577,727.213,2243.71,-112.819,565.708,-326.437,34840.9
154789,128383,111258,418.5,99.82,113.46,202.12,67.58,255.36,-76.8,-73.6,930.1,2513.4,1093.4,1012.48,405.12,35365.1,143.123,50228,411.223,-3.29028,112.091,-50.5621,50.5745,256.95,-144.063,-44.3236,771.368,2095.29,-106.826,496.184,-308.601,27554.9
200677,145656,181230,284.58,183.52,354.02,799.8,180.42,231.04,1155.2,214.4,703.61,1738.08,1202.74,975.36,414.72,32973.4,143.189,50245,274.947,32.8677,349.188,-22.1481,96.6649,226.256,1213.93,36.9644,589.965,1349.59,10.0066,363.695,-894.875,27875.1
155595,128833,152436,388.74,190.96,232.5,685.72,207.7,222.08,227.2,-23.68,1044.41,2813.02,1730.98,1246.72,721.28,45223.7,143.234,50259,376.6,54.5395,217.477,150.121,130.995,218.369,181.986,-54.9323,864.187,2332.7,245.449,526.662,-437.536,36549.4
231377,178865,230316,624.34,238.08,161.82,339.76,108.5,206.72,278.4,26.88,1543.54,3994.46,2105.86,1870.08,390.4,72734.7,143.276,50274,612.404,66.349,151.162,-19.8303,80.1267,205.158,353.73,22.1528,1290.7,3272.32,248.656,695.063,-968.692,60497.2
162238,122477,198057,565.44,161.82,182.9,577.84,50.22,184.32,207.36,-89.6,1253.86,3026.02,1574.78,1613.44,875.52,67794.6,143.34,50305,554.542,-3.84564,171.484,169.101,-17.0899,181.122,184.366,-104.221,1064.98,2433.08,116.886,449.528,-434.628,58683.2
190182,155183,215614,439.58,239.94,135.16,358.98,-14.26,296.96,51.2,-61.44,1057.9,3185.77,1718.91,1568,398.72,54803.8,143.395,50318,428.82,115.498,118.333,73.1802,-50.117,295.282,18.6998,-27.41,850.443,2716.06,176.977,719.599,-668.429,44736
232054,176945,176193,622.48,119.04,99.82,264.12,97.34,275.2,298.88,7.04,1404.38,3280.91,1931.2,700.16,400.64,17986.6,143.402,50322,611.612,15.9367,91.0615,6.10457,73.4594,274.657,185.421,-45.261,1202.38,2614.92,494.743,524.367,-153.122,8139.76
157980,130940,139733,528.24,342.86,314.96,1261.7,-22.32,254.72,30.72,64.64,672.37,2119.35,2227.98,496.64,243.84,5937.92,143.411,50327,511.537,220.892,267.851,557.415,-176.046,240.791,-31.1201,109.595,529.808,1803.22,884.307,559.292,-652.508,-832.304
179330,121293,182187,534.44,183.52,306.9,677.04,131.44,292.48,263.04,67.2,1355.39,3748.09,2186.8,1080.96,810.24,48964.5,143.415,50329,521.709,9.80562,302.641,-54.2307,64.6597,291.175,208.765,39.1127,1114.9,3128.75,199.28,343.038,-461.28,37383.2
224928,165881,197510,1411.12,470.58,142.6,560.48,73.78,224.64,204.16,234.24,1987.29,5449.25,3243.28,1166.08,303.36,21571.2,143.466,50343,1392.06,281.334,96.9396,245.081,11.041,215.65,127.23,226.788,1636.97,4498.19,796.255,1082.28,-481.253,4609.86
93149.3,86581,77593.6,171.12,127.1,168.02,447.64,-2.48,101.76,-130.56,3.2,344.35,1050.8,662.43,126.08,80.64,3738.88,143.478,50346,165.566,69.8719,158.092,75.4414,-52.5002,99.3056,-131.919,49.7598,275.738,901.192,-31.4484,152.935,-304.058,395.784
131066,104473,116097,1011.22,234.98,172.98,184.14,106.64,-10.24,51.84,10.24,1271.61,2740.6,1181.44,119.04,55.68,2955.52,143.537,50369,1004.82,84.2976,168.307,-221.109,100.559,-6.91754,125.321,9.10797,1107.27,2094.73,-138.288,220.438,-286.135,-5066.74
