"FSC-A", "FSC-H", "SSC-A", "FL-A", "PE-A", "PerCP-A", "Cy55PerCP-A", "Cy7PE-A", "APC-A", "Alexa700-A", "Cy7APC-A", "PacB-A", "AmCy-A", "QDot605-A", "BUV395-A", "BUV737-A", "BUV496-A", "Time", "Event #", "Comp-FL-A", "Comp-PE-A", "Comp-PerCP-A", "Comp-Cy55PerCP-A", "Comp-Cy7PE-A", "Comp-APC-A", "Comp-Alexa700-A", "Comp-Cy7APC-A", "Comp-PacB-A", "Comp-AmCy-A", "Comp-QDot605-A", "Comp-BUV395-A", "Comp-BUV737-A", "Comp-BUV496-A"
224998,167737,177885,360.22,191.58,70.68,188.48,-21.08,165.76,16,63.36,1160.85,3092.76,1516.56,979.2,266.24,29363.8,51.493,18414,351.041,115.936,56.2531,42.0387,-39.9503,163.537,-22.2972,86.04,964.818,2575.39,134.238,608.522,-331.232,19746.3
201454,150932,182025,1247.44,463.14,212.04,391.84,107.88,266.88,-10.24,172.16,1783.52,4862.08,2609.25,1211.52,120.32,23585.3,51.55,18444,1231.95,267.63,183.055,-81.0311,78.4428,264.826,-28.9818,214.723,1473.69,4011.63,278.643,1089.47,-727.124,8426.39
239262,161064,195741,458.8,98.58,95.48,80.6,22.32,179.2,181.12,-62.72,1008.2,2921.65,909.51,1393.92,466.56,56993.3,51.552,18445,453.216,-27.6779,99.7636,-112.355,19.1008,181.627,192.343,-70.5634,819.555,2460.2,-442.82,450.79,-475.706,47895.1
235406,173413,138877,662.16,221.34,254.2,409.2,37.82,188.8,-85.12,126.08,1079.91,2798.11,1671.34,375.04,187.52,4492.16,51.6,18452,653.23,90.1616,249.113,-199.255,7.58332,189.719,-104.158,168.708,904.674,2287.34,146.121,492.14,-384.166,-4155.09
137777,123273,104785,223.2,86.8,39.06,163.06,49.6,148.48,419.84,89.6,677.34,1850.26,892.47,563.2,110.72,20851.2,51.604,18454,216.939,36.3182,30.1871,87.7832,29.0705,145.124,400.55,26.3153,557.165,1531.02,85.3551,243.533,-335.595,15169.8
145822,118897,114474,371.38,78.74,59.52,349.68,-26.66,-49.28,139.52,-1.28,641.13,1848.84,893.89,749.44,127.36,27527,51.737,18506,365.686,2.67629,47.1032,245.83,-74.8127,-55.0376,220.635,2.13556,519.49,1544.64,60.4668,322.798,-445.695,21774.7
201346,151533,244927,543.74,365.18,283.96,468.72,130.82,-52.48,-94.08,-49.92,1343.32,3246.12,1579.75,1102.72,439.68,50640,51.737,18507,534.512,194.747,272.15,-174.303,94.6634,-50.2185,74.1785,-1.63287,1142.84,2619.65,-165.303,327.596,-696.937,40842.2
233774,172866,247305,1122.82,400.52,288.3,378.82,136.4,358.4,263.04,99.2,2504.88,6154.28,3236.18,1377.92,576.64,37100.8,51.769,18520,1105.47,184.206,275.748,-318.177,119.356,361.94,198.424,78.1511,2123.1,4978.01,316.363,1023.46,-560.288,18379.3
188422,143437,178564,559.86,192.82,187.24,296.36,37.82,182.4,172.16,-102.4,907.38,2903.9,1669.21,1356.16,430.08,58926.1,51.771,18523,552.456,33.1556,185.082,-142.74,19.3067,185.132,233.905,-96.8189,716.008,2483.42,165.679,388.203,-707.266,49788.6
214306,157004,191538,355.26,145.08,109.74,312.48,199.64,307.84,407.68,87.68,969.86,2911,1346.16,1256.32,507.52,52138.9,51.775,18527,345.052,33.432,99.9194,80.2254,163.993,304.611,337.521,22.6749,778.68,2471.06,-23.2006,395.64,-482.783,43023.8
234949,170941,206260,720.44,248,137.64,684.48,68.2,60.8,44.8,-68.48,1133.87,3077.14,1787.78,1079.04,510.08,55112.3,51.776,18528,707.948,94.5985,107.545,405.435,-19.4553,52.6053,82.804,-50.654,935.012,2545.33,348.532,190.304,-531.848,45665.2
193870,140929,138205,432.76,250.48,178.56,641.08,77.5,105.6,241.28,68.48,1053.64,2911.71,1674.18,1557.76,741.12,58101.1,51.891,18570,421.032,112.466,155.33,253.55,-0.279203,98.4799,245.26,49.9654,865.047,2423.89,220.326,584.367,-485.725,49055.4
207894,149900,210714,474.92,264.12,202.12,718.58,78.12,238.72,111.36,145.28,1189.25,2968.51,1483.9,1230.08,508.16,47222.4,51.905,18574,461.137,128.403,175.655,302.309,-11.6121,229.61,68.5956,159.348,1001.66,2417.41,-3.25747,501.621,-605.333,38120.5
92100.4,67756,94957.3,965.96,316.82,181.04,510.88,24.8,131.2,140.8,112.64,805.85,2568.07,1520.11,268.16,16.64,3646.72,51.979,18585,956.015,175.26,154.649,116.295,-31.1904,126.228,142.801,115.648,634.753,2159.28,175.282,368.246,-458.46,-4464.19
186627,140419,203950,966.58,131.44,179.8,425.32,84.94,234.88,383.36,-13.44,1263.8,3153.82,1783.52,1143.04,520.96,43239.7,51.982,18586,956.714,-55.7643,175.725,-4.02209,43.5943,234.015,360.479,-61.7478,1065.06,2519.26,282.78,461.826,-491.401,33731.1
168944,135964,120516,399.28,9.3,79.98,165.54,-54.56,224,42.24,-35.2,1253.86,2888.99,1498.1,1198.08,221.44,39487.4,52.09,18616,391.619,-88.2173,83.6773,-24.1964,-67.344,224.033,30.0355,-3.82462,1077.61,2309.55,250.791,619.854,-544.336,30771.7
176602,129088,204703,774.38,228.16,265.36,491.04,21.7,-29.44,52.48,-32,940.75,2952.18,1554.9,871.68,328.96,38330.2,52.101,18620,767.52,47.6278,261.337,-118.35,-21.458,-28.6215,200.917,-2.18138,746.374,2499.3,-76.2457,315.69,-668.356,29068.2
186628,150592,129331,539.4,200.26,182.9,418.5,50.84,118.4,66.56,-55.68,793.07,2499.2,1339.77,1150.72,652.16,27089.9,52.145,18637,531.75,77.0277,172.666,-4.39081,8.49975,118.498,22.4001,-56.6944,629.169,2130.39,10.1766,772.361,-159.112,19138.1
202116,129746,166958,894.66,327.36,349.68,901.48,58.9,39.04,-10.88,163.84,852.71,2693.74,2054.74,634.24,412.16,16807.7,52.246,18670,883.179,139.281,327.497,85.3272,-36.5741,32.9805,48.1941,203.035,674.079,2270.34,409.803,497.901,-560.363,8254.73
176646,113620,237285,1675.24,541.26,469.96,842.58,282.1,391.04,453.76,67.2,1914.16,5181.58,2977.74,1256.96,639.36,40099.2,52.272,18676,1657.27,216.15,448.827,-259.609,213.462,392.967,440.197,14.5872,1582.98,4218.79,162.198,779.859,-871.114,24208.4
204819,152264,197099,631.78,241.18,236.22,653.48,-22.32,111.36,-74.88,2.56,1106.18,3319.25,1849.55,1071.36,452.48,36264.3,52.276,18677,620.73,90.9156,218.881,128.241,-94.7124,107.226,-49.9652,57.5881,889.627,2816.49,114.318,596.799,-549.118,25790
187846,125580,243120,660.92,175.46,156.24,210.18,-1.24,20.48,167.68,58.24,851.29,2332.35,1058.61,753.92,200.32,38186.2,52.304,18688,656.011,31.3583,155.244,-143.252,-14.6544,21.1816,276.535,60.4989,701.478,1910.26,-124.004,144.168,-565.931,31041.6
183491,142326,165480,422.84,154.38,136.4,127.1,50.84,206.08,171.52,200.96,1043.7,2788.17,1147.36,1173.76,444.8,41246.1,52.304,18689,415.837,38.1917,137.55,-183.722,46.1503,206.264,141.988,192.155,866.98,2304.47,-203.703,534.576,-390.296,32585.9
182981,146210,173466,938.06,221.34,422.22,933.1,256.68,65.28,264.32,49.28,1046.54,3452.02,2074.62,1234.56,478.72,46805.1,52.309,18691,926.851,-25.3245,418.869,-44.839,163.145,62.748,425.044,42.1559,815.708,2934.71,12.9419,546.551,-1043.69,35900
245228,168772,232654,568.54,241.18,219.48,656.58,46.5,59.52,42.88,-23.04,1464.73,3338.42,1770.03,1667.84,808.96,68804.5,52.31,18692,556.56,67.4923,202.774,169.6,-28.2785,54.9626,96.9668,2.64598,1259.91,2649.9,139.237,520.105,-567.538,58809.7
185704,149872,190671,343.48,125.86,98.58,71.3,40.3,289.28,76.16,-18.56,907.38,2310.34,774.61,798.72,325.12,25457.9,52.336,18712,337.218,43.3671,98.2791,-142.334,40.0524,292.165,-16.4397,-20.9038,763.548,1896.21,-319.097,447.17,-217.349,18365.1
153142,113249,232838,535.06,172.36,117.18,15.5,41.54,60.8,-94.72,-83.2,942.17,2492.1,1173.63,838.4,298.24,33909.1,52.35,18716,530.642,55.685,119.459,-268.427,57.1722,66.5002,-44.1682,-50.1719,786.131,2053.54,-32.7966,338.457,-316.401,26248.5
202156,153130,155920,364.56,180.42,84.32,150.04,51.46,286.08,98.56,-36.48,946.43,2130,1128.19,1018.24,88.32,36521,52.357,18720,356.404,89.5165,74.0612,-29.5351,42.7156,286.442,75.1027,-24.1116,817.135,1683.42,159.262,452.069,-606.027,30147.7
192123,156772,172550,521.42,293.26,189.1,541.88,-16.74,367.36,76.16,-11.52,1618.09,4328.16,2518.37,1692.8,647.04,61785,52.364,18722,505.977,143.971,166.571,115.679,-72.8105,363.985,-5.40884,18.492,1343.12,3605.26,459.347,769.641,-627.998,48368.6
165751,136769,145763,540.02,93,247.38,694.4,-35.34,114.56,123.52,-14.08,753.31,2407.61,1224.75,478.08,186.24,10762.9,52.372,18726,531.796,-29.4316,240.418,147.444,-116.685,110.223,151.893,3.48217,593.108,2051.81,-135.303,437.053,-541.494,3149.47
183858,121285,230475,815.92,378.82,628.68,1330.52,82.46,232.96,407.04,24.96,719.94,2575.88,1938.3,468.48,925.44,14284.8,52.405,18742,803.715,130.759,618.156,-151.061,-50.5493,232.647,402.513,-16.7689,545.274,2203.53,-94.5581,336.726,-508.075,6131.29
196146,143961,193664,660.3,261.64,494.76,1234.42,221.34,126.08,-55.04,110.72,822.89,2624.16,1670.63,1100.16,534.4,46279.7,52.445,18756,647.448,31.0335,482.905,116.883,86.1183,119.313,66.4368,172.45,648.363,2229.68,-150.431,411.262,-1078.43,37953
200228,165872,138697,417.88,73.78,100.44,352.78,-32.24,170.24,97.28,12.16,1063.58,2874.79,1332.67,1258.88,439.04,55811.2,52.484,18771,409.349,-44.2934,94.6842,146.652,-75.6988,166.227,100.001,30.589,879.426,2391.7,25.8555,348.697,-537.937,46927.7
203712,157488,237117,590.86,136.4,83.7,401.14,189.1,202.88,464.64,188.16,1269.48,3278.78,1720.33,1781.12,643.84,61712,52.488,18772,578.966,-3.34419,68.8248,224.436,137.468,195.245,424.319,118.575,1059.96,2671.4,295.034,740.041,-526.476,51638.7
195633,159125,133710,792.36,307.52,299.46,637.36,138.88,170.88,48.64,0.64,1081.33,2999.04,2228.69,866.56,33.28,15082.9,52.493,18775,780.632,141.935,282.72,-70.5851,84.1504,170.159,121.912,35.099,889.121,2472.08,546.101,799.958,-874.807,5748.32
241914,153987,190003,691.92,168.64,124.62,389.98,156.86,-1.28,-23.04,14.72,1273.03,3143.88,1572.65,451.84,124.16,11072,52.563,18797,682.168,60.3226,109.699,115.227,112.88,-4.50464,19.9289,27.797,1076.38,2543.32,134.205,438.759,-345.389,1507.29
231866,168533,230037,903.96,282.72,429.66,708.66,93.62,136.32,401.28,247.04,1451.24,3995.88,1657.14,1735.68,841.6,78873,52.585,18803,893.61,5.69528,435.155,-268.196,29.3988,135.567,533.768,228.187,1194.12,3285.78,-610.102,420.829,-992.653,66563.8
187553,151833,174998,522.66,124,120.28,632.4,-60.76,197.76,299.52,16,1400.83,3744.54,2188.93,1256.32,506.24,36266.9,52.632,18820,509.138,14.6393,98.5437,371.379,-142.949,189.169,236.177,-3.37958,1160.45,3102.22,507.608,766.039,-423.426,24690.9
186329,149217,169689,592.1,311.86,511.5,541.88,502.82,103.68,387.84,50.56,849.16,2556.71,1412.19,1212.8,416.64,53581.4,52.649,18825,585.517,64.028,529.275,-678.014,483.291,113.512,625.244,2.11183,683.307,2123.32,-432.747,326.271,-1203.55,45693.5
219419,172772,235987,552.42,316.82,420.98,722.3,101.68,423.04,305.92,47.36,1650.04,4639.14,2833.61,1246.08,787.2,26591.4,52.654,18826,537.217,137.87,415.33,-296.448,44.7809,426.362,200.625,21.565,1353.47,3890.9,268.295,1017.75,-500.741,12114.4
134302,95511,189567,970.3,386.88,531.96,1037.26,22.94,54.4,115.84,37.76,741.95,2350.1,2095.92,540.8,328.96,11185.9,52.663,18829,960.544,147.971,521.385,-228.056,-69.3956,55.0138,266.198,74.2738,586.63,1950.76,316.654,497.413,-875.678,3809.72
228680,131143,133767,456.32,146.94,72.54,141.36,35.96,5.12,24.96,136.96,602.08,1681.99,598.53,177.92,-128,10529.9,52.672,18834,451.831,74.0424,63.9184,4.14907,21.0691,2.51253,90.6064,153.272,493.267,1391.09,-201.997,89.0588,-399.196,5309.62
158109,128785,182310,422.84,142.6,58.28,259.78,159.96,280.96,123.52,21.12,817.21,2094.5,972.7,821.12,316.16,34319.4,52.711,18846,413.764,54.5979,43.3767,151.822,127.263,277.617,29.6057,2.59865,684.587,1713.96,46.8204,278.913,-309.325,27907.3
148678,119148,230256,546.84,276.52,300.7,802.28,119.66,465.28,361.6,304.64,525.4,2133.55,1372.43,430.08,291.84,7228.8,52.755,18852,533.985,146.226,278.109,131.802,28.2336,457.332,206.264,266.43,376.929,1879.72,-0.25917,438.307,-520.689,224.615
244242,184044,233747,850.02,308.14,119.04,455.7,-63.24,462.72,105.6,113.28,1950.37,4802.44,2650.43,1720.32,197.76,57266.6,52.811,18861,832.241,146.794,89.3157,218.445,-113.867,455.564,22.3617,160.415,1650.24,3897.04,549.714,932.488,-950.155,42565.8
135712,115386,129671,463.14,96.72,155,-9.92,66.34,242.56,6.4,-79.36,648.23,2367.85,1328.41,705.92,199.68,17011.8,52.878,18877,459.4,-7.16563,167.251,-407.86,91.9105,250.963,-19.3552,-65.2421,491.331,2078.31,60.0233,543.652,-328.074,9360.19
149727,117449,174544,414.78,169.88,57.66,123.38,38.44,201.6,-39.04,51.2,900.28,2656.11,1410.77,1084.16,462.08,52823,52.901,18883,407.01,66.0367,48.1604,-5.70899,29.5216,200.65,-81.5658,75.0267,728.328,2259.58,213.057,223.282,-315.816,44474.6
186924,135157,182359,782.44,238.08,44.64,275.9,104.16,199.04,417.28,-20.48,1459.76,3682.77,2171.18,1984.64,509.44,76266.9,53.065,18928,770.068,75.4411,22.6958,184.48,74.296,194.764,435.316,-66.4512,1226.55,2979.42,639.869,688.648,-728.576,65076.5
101428,93416,95744.1,58.28,-13.64,0.62,139.5,14.88,136.32,1.92,19.84,348.61,1126.06,661.72,712.96,85.12,17815,53.091,18943,53.9021,-34.4949,-4.18643,150.389,-5.77352,132.882,-38.192,35.8541,273.981,981.873,192.754,453.733,-265.884,14156.6
174323,135220,143890,557.38,208.32,268.46,475.54,150.66,136.32,192,-30.72,784.55,2049.06,1262.38,867.2,518.4,37946.2,53.121,18953,550.183,47.3075,266.35,-161.511,111.537,138.498,234.149,-49.4554,654.826,1658.76,34.5225,242.19,-489.818,31735
189701,146704,177443,647.9,217,282.72,426.56,16.74,14.72,206.08,-35.84,1034.47,2809.47,1651.46,847.36,317.44,44983,53.126,18954,641.375,37.0381,284.766,-245.742,-11.7013,17.8654,371.293,-30.9326,854.873,2305.52,84.1281,136.712,-763.525,36425.4
191238,139005,128301,1049.66,368.9,346.58,788.02,32.24,289.28,412.16,97.92,1247.47,3320.67,1946.82,889.6,444.8,28327,53.13,18956,1036.33,152.62,325.89,-2.55351,-47.5565,286.023,394.334,65.1976,1034.5,2688.51,89.5269,529.76,-687.846,18170.7
185485,157762,174636,375.1,220.1,140.12,279,148.8,250.88,177.28,117.76,1310.66,3604.67,2173.31,1449.6,407.68,49965.4,53.139,18960,363.418,103.642,128.654,-56.9888,128.659,249.4,159.788,110.86,1080.28,3016.87,471.639,703.688,-620.819,38727.6
209364,159008,169775,332.94,124.62,155.62,215.14,55.18,179.84,341.12,131.84,1231.85,2756.93,1448.4,1358.08,274.56,60568.3,53.18,18984,324.986,-7.27137,158.563,-148.499,43.3219,179.434,423.134,112.761,1063.54,2170.51,142.549,332.658,-848.906,52380.7
199512,151141,174627,496,186.62,96.1,374.48,153.14,97.28,-92.16,-26.24,859.1,2289.04,1150.2,1018.88,178.56,29394.6,53.227,18997,486.985,87.815,77.2694,187.751,108.107,93.2727,-75.1701,8.83706,713.349,1889.43,75.439,614.037,-500.76,22273.4
186869,159187,138900,1491.1,293.88,256.06,695.02,146.94,337.28,513.28,252.16,1728.85,4469.45,2840,870.4,205.44,16909.4,53.236,18999,1474.39,63.5606,233.24,89.3025,75.2615,330.444,458.211,193.352,1443.88,3592.25,687.238,801.628,-736.999,3245.81
186777,146645,145087,286.44,200.88,203.36,342.24,132.06,225.28,89.6,71.68,1065.71,2475.06,1522.95,1161.6,465.92,47775.4,53.279,19018,277.275,77.3627,199.019,-143.213,107.599,225.94,91.6159,78.9453,914.453,1982.56,229.757,387.552,-563.319,40314
182136,151344,148005,755.78,168.02,293.88,611.94,81.22,231.04,49.28,46.72,999.68,2692.32,1838.9,974.72,308.48,21170.6,53.341,19031,745.862,-1.42653,290.271,-88.6185,25.3198,230.36,51.9982,75.987,828.511,2201.83,313.191,757.751,-657.459,12809.2
170602,125485,111673,717.96,270.94,60.76,138.88,49.6,-32,113.28,81.28,839.93,2422.52,1059.32,753.92,142.72,26263.7,53.359,19038,711.652,159.689,42.0799,27.7679,36.271,-34.2568,180.15,77.4084,682.288,2010.07,-40.305,381.285,-351.701,18713.7
239580,174245,182177,764.46,329.22,140.12,516.46,55.18,70.4,219.52,-3.84,1451.24,3729.63,1996.52,344.96,176.64,12550.4,53.361,19039,751.366,214.037,107.781,218.941,-5.3978,65.2506,226.538,-27.5269,1214.34,3046.02,278.646,315.659,-339.925,1198.45
201439,154648,170922,530.72,238.08,232.5,749.58,74.4,289.92,156.8,253.44,1427.81,3770.81,1720.33,1365.12,673.92,56240,53.384,19048,515.686,80.4961,211.397,262.471,-19.126,280.069,87.9047,261.407,1186.84,3120.09,-149.679,505.477,-605.623,44562.3
183512,144704,161593,355.26,29.14,32.24,378.82,38.44,102.4,103.68,27.52,680.18,1625.9,923.71,803.84,224.64,30199.7,53.437,19059,347.768,-41.575,18.6749,330.794,-16.5699,95.0156,86.2984,27.3339,577.524,1301.25,259.398,313.307,-357.242,25273.9
166656,130273,161377,539.4,227.54,315.58,668.98,-7.44,55.68,208,-67.84,908.8,2777.52,1655.01,1436.16,778.88,61831,53.441,19060,531.262,36.8715,311.365,-65.1365,-72.3199,55.7452,309.134,-64.1353,726.396,2347,30.1097,388.169,-647.426,53161.3
158778,129701,185727,399.9,105.4,115.94,189.72,2.48,139.52,-76.8,55.68,597.82,1822.57,1307.82,526.72,360.96,16917.1,53.458,19066,394.627,21.6124,114.097,-111.086,-8.8825,140.415,-127.777,80.2995,479.86,1551.27,367.97,320.581,-95.5836,11128.6
224573,173739,157978,629.92,254.2,213.28,716.1,203.36,134.4,608.64,-80.64,1062.87,2783.2,1785.65,1809.92,408.96,62759,53.462,19068,617.604,77.6877,190.64,251.101,122.027,128.611,716.623,-152.727,882.89,2246.96,367.259,726.702,-1042.03,54318.5
174953,131681,195127,470.58,152.52,145.08,66.96,57.66,261.12,221.44,-55.68,1241.79,3280.91,1133.16,1454.72,517.12,60113.9,53.492,19085,463.715,9.55818,151.488,-254.048,64.1463,266.098,217.78,-70.5995,1034.91,2708.47,-428.659,470.744,-535.747,50054.6
236560,168141,243252,367.66,186,65.72,119.04,63.24,290.56,253.44,158.08,1388.05,3726.08,1944.69,2181.76,881.28,86661.1,53.499,19086,356.929,51.444,58.2135,-36.8124,56.2777,288.622,181.532,135.103,1151.03,3103.59,317.11,693.562,-450.943,75087.5
228502,171615,244883,954.18,334.8,260.4,539.4,138.26,266.88,149.76,46.72,2019.95,4494.3,2752.67,1052.16,526.08,26076.2,53.501,19087,938.361,153.101,242.056,-95.2022,93.6707,266.834,90.8096,38.6742,1747.95,3527.49,600.123,813.334,-431.148,12668.8
211301,151301,204371,696.88,235.6,75.02,489.8,158.72,86.4,196.48,-66.56,806.56,2507.72,1267.35,1127.04,357.76,30110.1,53.521,19094,686.514,121.573,44.9656,364.483,92.2337,79.6813,179.449,-94.1374,639.683,2117.15,119.038,684.695,-364.388,22198.2
181925,140457,250617,445.16,145.08,194.06,297.6,32.86,45.44,294.4,-55.68,920.87,2599.31,1292.2,551.68,516.48,49595.5,53.591,19109,439.632,3.85929,197.234,-164.28,11.0686,48.1796,379.57,-92.9899,752.806,2168.71,-60.4816,-293.114,-390.29,41702.5
228031,157065,199843,535.06,148.8,202.74,195.92,-18.6,45.44,-7.04,-33.28,1123.22,3219.14,1513.01,1372.16,398.72,65390.7,53.615,19118,529.627,-19.8639,211.985,-276.952,-22.3504,49.5681,141.432,15.4683,916.567,2704.04,-125.346,307.93,-775.755,55387.8
161834,132128,106808,505.3,181.04,78.12,62.62,26.66,170.88,140.16,143.36,1052.93,2630.55,1386.63,885.12,316.16,31414.4,53.699,19140,498.068,81.5323,71.8035,-128.383,29.4964,170.975,106.003,134.184,888.705,2134.14,202.761,423.877,-275.483,23364.8
219285,163428,248924,939.3,406.72,232.5,942.4,94.24,257.28,376.96,-21.12,1467.57,3790.69,1892.15,1470.72,345.6,44557.4,53.7,19141,921.621,220.122,187.823,489.824,-25.1797,246.273,371.717,-42.0448,1224.54,3074.48,30.7663,834.166,-913.531,32968.4
197921,137537,119347,590.86,225.68,168.02,344.72,-48.98,225.92,126.72,77.44,1028.08,2666.76,1556.32,951.04,283.52,23265.3,53.779,19166,581.763,105.637,155.789,-43.5551,-79.5112,224.625,87.5399,90.0728,859.786,2175.35,218.562,670.343,-438.885,15030.2
197457,152439,182466,268.46,34.72,26.04,-0.62,120.9,108.8,71.68,-5.12,1051.51,2864.85,1197.77,1119.36,107.52,52321.3,53.807,19172,262.375,-49.758,29.2971,-45.2811,126.3,109.126,143.794,5.32127,868.779,2398.81,-10.7252,284.529,-646.108,43466.9
155946,124683,181882,494.14,219.48,100.44,261.64,84.94,156.16,99.84,-22.4,1243.92,3175.83,1570.52,1334.4,409.6,55183.4,53.824,19181,484.245,94.8532,86.2618,49.6653,59.536,154.671,118.074,-16.0571,1043.92,2603.18,133.711,450.955,-547.905,45472.4
206891,155173,159320,740.9,58.9,149.42,269.7,-31,10.24,227.84,-26.88,738.4,2326.67,952.11,894.72,92.16,27493.1,53.851,19192,737.003,-83.3873,154.158,-59.1945,-56.3762,10.3216,343.034,-28.0531,584.241,1950.68,-223.519,500.762,-638.025,20192.9
244642,164927,202615,571.02,288.92,207.08,403,74.4,71.68,39.04,67.84,1077.78,3464.09,1738.79,1827.84,680.32,82625.9,53.861,19198,561.816,102.883,196.87,-54.6132,38.1743,70.2094,145.915,101.638,848.875,2978.25,-40.5551,435.842,-776.012,71632.5
206944,152424,182675,424.7,169.26,33.48,382.54,105.4,229.12,172.16,14.72,866.91,2529.02,1013.88,1274.24,501.76,48423.7,53.882,19206,414.197,76.6313,9.13368,364.279,47.6165,221.681,81.159,-5.96488,701.124,2136.39,-72.6923,475.382,-320.191,40489.7
240342,169968,204836,504.06,173.6,177.32,342.24,107.26,174.72,359.04,51.84,1111.86,2756.93,1376.69,1585.92,432.64,54142.7,53.886,19208,495.411,25.2145,173.24,-58.0808,76.8244,173.8,405.782,19.9235,938.715,2217.25,13.2025,682.788,-730.453,45765.3
185726,149212,184327,297.6,213.9,-23.56,233.74,107.26,283.52,155.52,87.04,1012.46,2316.02,1485.32,1589.12,218.24,38168.3,53.915,19218,285.648,159.247,-54.3905,318.879,73.7442,275.926,54.4969,79.939,869.731,1845.94,603.574,994.91,-479.925,31079.5
210550,169661,170847,620,267.84,183.52,205.84,36.58,365.44,254.08,66.56,1287.94,3608.22,1807.66,1654.4,465.28,65649.3,53.92,19222,609.754,97.6298,178.319,-213.217,30.4027,367.474,233.877,63.2718,1056.69,3009.34,34.8293,597.763,-771.598,54433.4
172152,125635,191499,494.14,98.58,119.04,230.02,110.36,152.32,109.44,-5.12,981.93,2455.89,1317.05,1548.16,413.44,64904.3,53.968,19250,487.029,-46.1064,119.675,-43.7013,92.379,152.12,168.554,5.57156,828.039,1987.75,166.121,434.012,-706.428,57430.1
204227,152732,219347,532.58,246.76,215.76,338.52,167.4,290.56,280.96,-85.76,1535.02,3493.2,2027.76,1829.12,568.32,58373.1,53.969,19251,520.997,83.2671,209.978,-178.714,148.085,293.888,283.063,-108.748,1322.6,2764.04,322.221,894.847,-726.681,47919.4
186049,138264,160114,575.98,157.48,151.28,545.6,-4.34,3.84,49.28,-34.56,589.3,1823.28,1031.63,167.68,-65.28,9283.84,53.989,19267,568.775,57.0681,133.476,230.519,-71.1079,-1.53703,130.587,-10.9538,467.698,1533.71,62.1835,118.134,-532.57,3594.67
168461,139113,151180,466.86,64.48,35.34,23.56,10.54,30.72,147.84,-34.56,871.17,1912.03,1185.7,275.2,168.32,6475.52,54.006,19275,462.549,1.5363,34.1152,-91.2612,16.176,32.7206,142.408,-61.105,755.823,1487.49,393.537,241.795,-24.0306,844.455
180684,146408,144652,393.7,194.68,145.7,308.76,-32.24,62.08,65.28,-3.2,829.99,2446.66,1472.54,1278.08,595.2,48336.6,54.161,19326,386.935,75.2824,137.487,-35.3014,-59.5779,61.7388,93.8736,11.7189,671.29,2067.78,231.145,479.121,-346.902,40654.2
219995,168431,159735,396.18,214.52,130.2,-6.2,146.32,66.56,270.72,-1.28,1172.21,2788.88,1507.33,487.04,208,11068.8,54.215,19339,390.073,131.569,129.466,-345.516,169.016,72.7875,300.231,-52.7112,1001.13,2235.91,177.157,415.68,-204.726,2697.34
